platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,motivation_type,motivation_score
YouTube,big cat pet,Big Cat,4AWeSs5EKEo,Top 5 Biggest Cat Breeds (Number 1 Looks Like a Wild Animal!) #BigCats #CatLovers #WildLookingCats,"These house cats are HUGE—and totally lovable! From long-legged jungle hybrids to majestic fluff monsters, we're counting ...",UgzW52ucP4_PByAvA3d4AaABAg,"I Love Them All!!! Had Persians / Himalayans All my Life, Recently I have a Feral Long hair Tuxedo Angora kitty girl ( Rescue), I would definitely Get a Maine Coon!!! Totally Love That Breed!!!💕💯🐈🐾 Loriann Middlesex Cty NJ USA n feral kitty girl 💕🐈🐾",2025-05-05T10:06:44Z,https://www.youtube.com/watch?v=4AWeSs5EKEo,US,Maine,i love them all had persians himalayans all my life recently i have a feral long hair tuxedo angora kitty girl rescue i would definitely get a maine coon totally love that breed loriann middlesex cty nj usa n feral kitty girl,Active Motivation / Ownership Desire,0.6109685897827148
YouTube,big cat pet,Big Cat,XEYpyJJKDvM,Brave Dog save Snowy from Kenzo 😳 #tiger #babycats #tigercat #babytigers #tigerfight #zoo #kenzo,Brave Dog save Snowy from Kenzo #tiger #babycats #tigercat #babytigers #tigerfight #zoo #kenzo.,UgyU_37T-VUgRtOq9VR4AaABAg,God please give me the confidence of the corgi and the patience of the tiger,2024-05-23T09:18:49Z,https://www.youtube.com/watch?v=XEYpyJJKDvM,US,US (text signal),god please give me the confidence of the corgi and the patience of the tiger,Active Motivation / Ownership Desire,0.869327187538147
YouTube,big cat pet,Big Cat,XEYpyJJKDvM,Brave Dog save Snowy from Kenzo 😳 #tiger #babycats #tigercat #babytigers #tigerfight #zoo #kenzo,Brave Dog save Snowy from Kenzo #tiger #babycats #tigercat #babytigers #tigerfight #zoo #kenzo.,UgzwFBRNP789kphPvbN4AaABAg,I love how the owners stepped in when the Corgi got serious. As if they knew him being mad it was about to go down 😂,2024-05-19T02:42:21Z,https://www.youtube.com/watch?v=XEYpyJJKDvM,US,US (text signal),i love how the owners stepped in when the corgi got serious as if they knew him being mad it was about to go down,Active Motivation / Ownership Desire,0.7627779841423035
YouTube,big cat pet,Big Cat,XEYpyJJKDvM,Brave Dog save Snowy from Kenzo 😳 #tiger #babycats #tigercat #babytigers #tigerfight #zoo #kenzo,Brave Dog save Snowy from Kenzo #tiger #babycats #tigercat #babytigers #tigerfight #zoo #kenzo.,UgxphcW8LUD71FsUAUZ4AaABAg,The little guy looked a tiger in the face and growled 😮💪🏾,2025-05-23T21:32:15Z,https://www.youtube.com/watch?v=XEYpyJJKDvM,US,US (text signal),the little guy looked a tiger in the face and growled,Active Motivation / Ownership Desire,0.6256901025772095
YouTube,big cat pet,Big Cat,eeaBpbAM7JY,Оn the claws / off the claws 😂,,UgwMVWjfBykt2G-7v1R4AaABAg,"I absolutely just love this puma my favorite cat in the world. I love all big kitties, but the Black Panther has always been my favorite.",2025-12-30T22:57:25Z,https://www.youtube.com/watch?v=eeaBpbAM7JY,US,US (text signal),i absolutely just love this puma my favorite cat in the world i love all big kitties but the black panther has always been my favorite,Active Motivation / Ownership Desire,0.6462510228157043
YouTube,big cat pet,Big Cat,eeaBpbAM7JY,Оn the claws / off the claws 😂,,UgzcoTzJ2_J3BB9WuJd4AaABAg,The love she has received absolutely reflects in the love she shows you. As soon as you touch her claws she pulls them back so quick just tells me she knows you could be hurt and doesn’t want to hurt you. I just love Luna she’s so beautiful. Bless your home.,2025-05-18T17:37:18Z,https://www.youtube.com/watch?v=eeaBpbAM7JY,US,US (text signal),the love she has received absolutely reflects in the love she shows you as soon as you touch her claws she pulls them back so quick just tells me she knows you could be hurt and doesn t want to hurt you i just love luna she s so beautiful bless your home,Active Motivation / Ownership Desire,0.6397141814231873
YouTube,big cat pet,Big Cat,eeaBpbAM7JY,Оn the claws / off the claws 😂,,UgxWdN1uKc2cRtg63Yd4AaABAg,"I have never ever seen a cat, big or smoll, let anyone do that with their paws, this big fur baby must really trust and love you for this to happen ❤",2025-05-10T19:08:43Z,https://www.youtube.com/watch?v=eeaBpbAM7JY,US,US (text signal),i have never ever seen a cat big or smoll let anyone do that with their paws this big fur baby must really trust and love you for this to happen,Active Motivation / Ownership Desire,0.7808027863502502
YouTube,big cat pet,Big Cat,eeaBpbAM7JY,Оn the claws / off the claws 😂,,UgyKfzbGZQ5ciuHDk3B4AaABAg,I’m pretty much sure the whole world is in love with this panther. I have been watching the channel forever such a unique and wonderful opportunity to be able to raise an animal like this.,2025-05-11T00:57:30Z,https://www.youtube.com/watch?v=eeaBpbAM7JY,US,US (text signal),i m pretty much sure the whole world is in love with this panther i have been watching the channel forever such a unique and wonderful opportunity to be able to raise an animal like this,Active Motivation / Ownership Desire,0.8028858304023743
YouTube,big cat pet,Big Cat,eeaBpbAM7JY,Оn the claws / off the claws 😂,,UgyBkik2EswOnKxvGe14AaABAg,"Miramos la carita bonita de Luna y se nos llenan los corazones de amor y ternura. Vemos sus garras e impone respeto. Es completa, perfecta! ❤",2025-12-20T00:15:09Z,https://www.youtube.com/watch?v=eeaBpbAM7JY,US,US (text signal),miramos la carita bonita de luna y se nos llenan los corazones de amor y ternura vemos sus garras e impone respeto es completa perfecta,Active Motivation / Ownership Desire,0.7032519578933716
YouTube,big cat pet,Big Cat,iI2DtQnLxSk,My Bucket,,UgzXPsiSl_vp8Mdk-Eh4AaABAg,"""There are many buckets but this one is mine... without me, my bucket is useless. Without my bucket, I am useless!""🤨",2024-07-13T18:18:19Z,https://www.youtube.com/watch?v=iI2DtQnLxSk,US,US (text signal),there are many buckets but this one is mine without me my bucket is useless without my bucket i am useless,Active Motivation / Ownership Desire,0.631385087966919
YouTube,big cat pet,Big Cat,iI2DtQnLxSk,My Bucket,,UgxmWOY7JknsZ5hoDQx4AaABAg,In one snarl you get to see their power. Amazing and scary.,2024-07-13T19:26:22Z,https://www.youtube.com/watch?v=iI2DtQnLxSk,US,US (text signal),in one snarl you get to see their power amazing and scary,Active Motivation / Ownership Desire,0.733008861541748
YouTube,big cat pet,Big Cat,iI2DtQnLxSk,My Bucket,,UgzceMC7l2crS2GnQXp4AaABAg,"Sammie: really gem 
gem: oh yeah I’ll show you",2025-11-02T22:56:59Z,https://www.youtube.com/watch?v=iI2DtQnLxSk,US,US (text signal),sammie really gem gem oh yeah i ll show you,Active Motivation / Ownership Desire,0.6078059673309326
YouTube,big cat pet,Big Cat,j7yaYNZXq4s,Are Caracal&#39;s Good Pets?!,shortsfeed #cat #caracal.,UgwC0xQei5cEzTJ1b-Z4AaABAg,"If you ever wanted to feel like a guest in your own home, get a caracal.",2025-07-20T20:27:04Z,https://www.youtube.com/watch?v=j7yaYNZXq4s,US,US (text signal),if you ever wanted to feel like a guest in your own home get a caracal,Active Motivation / Ownership Desire,0.6143791675567627
YouTube,big cat pet,Big Cat,BHNS1f_y5Ac,Ranking Best Big Cat Housecats Moments,memes #funny #compilation #ranked #laugh #memesdaily #meme #cat #tiger #lion.,UgxbBgqvrPCptmm5LYV4AaABAg,Big cat core has me dying every day,2025-08-08T17:15:06Z,https://www.youtube.com/watch?v=BHNS1f_y5Ac,US,US (text signal),big cat core has me dying every day,Active Motivation / Ownership Desire,0.8244310617446899
YouTube,big cat pet,Big Cat,DMiK9CZ_1W0,Big Dog and Big Cat didn&#39;t get along with each other.,,Ugz5E8xAV9B6ZS5tjaB4AaABAg,The black fluff ball coming around the corner like “don’t make me whoop y’all ass again” 😂,2024-11-08T01:08:08Z,https://www.youtube.com/watch?v=DMiK9CZ_1W0,US,US (text signal),the black fluff ball coming around the corner like don t make me whoop y all ass again,Active Motivation / Ownership Desire,0.7473644614219666
YouTube,big cat pet,Big Cat,CZu5e0f2lRw,Danger Boops!,Boops! Book a tour here at Singlevisioninc.org.,UgyaCqnvIAGmERLMj9t4AaABAg,The Cougar is just melting in your hands! You can tell he is completely comfortable with you. That deep purring and him pressing his head into your hand shows he loves you a lot.❤️❤️,2023-05-26T19:25:06Z,https://www.youtube.com/watch?v=CZu5e0f2lRw,US,US (text signal),the cougar is just melting in your hands you can tell he is completely comfortable with you that deep purring and him pressing his head into your hand shows he loves you a lot,Active Motivation / Ownership Desire,0.6178743243217468
YouTube,big cat pet,Big Cat,CZu5e0f2lRw,Danger Boops!,Boops! Book a tour here at Singlevisioninc.org.,UgzNblIFPXx6MZFw_v54AaABAg,I love the hyena being like give me all the scratchies❤️,2023-10-23T10:44:26Z,https://www.youtube.com/watch?v=CZu5e0f2lRw,US,US (text signal),i love the hyena being like give me all the scratchies,Active Motivation / Ownership Desire,0.652664065361023
YouTube,big cat pet,Big Cat,CZu5e0f2lRw,Danger Boops!,Boops! Book a tour here at Singlevisioninc.org.,Ugzs1RflyWwAGreuN1V4AaABAg,That lion must trust you immensely if it will let you put your hand in its mouth and not rip it off. Well done.,2023-05-13T21:11:09Z,https://www.youtube.com/watch?v=CZu5e0f2lRw,US,US (text signal),that lion must trust you immensely if it will let you put your hand in its mouth and not rip it off well done,Active Motivation / Ownership Desire,0.6374771595001221
YouTube,big cat pet,Big Cat,gxC1dF404q8,"The worlds largest cat. Guinness, book of world records three times.  Liger MyrtleBeachSafari",,UgxUT2SAJpvZk0qK45R4AaABAg,That cat is something from the Flintstones!  She's the toughest lady or craziest to take that job! She deserves millions!!!,2024-07-12T04:06:16Z,https://www.youtube.com/watch?v=gxC1dF404q8,US,US (text signal),that cat is something from the flintstones she's the toughest lady or craziest to take that job she deserves millions,Active Motivation / Ownership Desire,0.6636288166046143
YouTube,big cat pet,Big Cat,gxC1dF404q8,"The worlds largest cat. Guinness, book of world records three times.  Liger MyrtleBeachSafari",,UgwCFQZErdcolXK265Z4AaABAg,"Adoro a ese Ligre,Dios lo colme de bendiciones y a su familia humana❤🥰♥️🥰",2024-07-20T09:36:28Z,https://www.youtube.com/watch?v=gxC1dF404q8,US,US (text signal),adoro a ese ligre dios lo colme de bendiciones y a su familia humana,Active Motivation / Ownership Desire,0.623228132724762
YouTube,big cat pet,Big Cat,0gliCKfaFp0,"When you&#39;re trying to raise a cougar, and at the end, a kiss💋  #braige #animals #cat #bigcat",,Ugzyl9dEf5WPXCEi2mF4AaABAg,I praise that cat for taking in this cougar.,2025-01-06T16:47:35Z,https://www.youtube.com/watch?v=0gliCKfaFp0,US,US (text signal),i praise that cat for taking in this cougar,Active Motivation / Ownership Desire,0.8214185237884521
YouTube,big cat pet,Big Cat,abuAUjFv88s,The Savannah: The Largest Domestic Cats in the World | Cats 101,The Savannah cat are large in size and look like a wildcat. The Savannah are a cross breed of the wild serval cat of Africa and a ...,UgxJc5roBlEyjZrhNcx4AaABAg,"""We instantly fell in love with the serval."" 
*shows an ocelot*",2018-12-06T02:15:22Z,https://www.youtube.com/watch?v=abuAUjFv88s,US,US (text signal),we instantly fell in love with the serval shows an ocelot,Active Motivation / Ownership Desire,0.7893719673156738
YouTube,big cat pet,Big Cat,abuAUjFv88s,The Savannah: The Largest Domestic Cats in the World | Cats 101,The Savannah cat are large in size and look like a wildcat. The Savannah are a cross breed of the wild serval cat of Africa and a ...,Ugx2D9XbglZ0WX0q5Kp4AaABAg,"""this is the cat for your family"" ok let me just get  the 20k i have laying around, and go and get one...",2017-12-04T17:47:09Z,https://www.youtube.com/watch?v=abuAUjFv88s,US,US (text signal),this is the cat for your family ok let me just get the 20k i have laying around and go and get one,Active Motivation / Ownership Desire,0.6810886859893799
YouTube,big cat pet,Big Cat,abuAUjFv88s,The Savannah: The Largest Domestic Cats in the World | Cats 101,The Savannah cat are large in size and look like a wildcat. The Savannah are a cross breed of the wild serval cat of Africa and a ...,UgyGeW7IrSJXpLiUmPp4AaABAg,"My Savannah F3 is an attention hog 🤣.  He's dangerously sweet and everyone is scared at first, then they fall in love 😆",2020-10-02T08:25:17Z,https://www.youtube.com/watch?v=abuAUjFv88s,US,US (text signal),my savannah f3 is an attention hog he's dangerously sweet and everyone is scared at first then they fall in love,Active Motivation / Ownership Desire,0.6493086814880371
YouTube,big cat pet,Big Cat,Ddp1EOOTMUc,The Biggest Cat That Still Purrs 🐆🔊.,The Biggest Cat That Still Purrs #shorts #shortsfeed #viralshorts.,UgxVAgvUrLWInP0h5uN4AaABAg,"Che micione adorabile. Io amo troppo i felini, dovevo essere uno di loro in un'altra vita",2025-09-26T20:36:13Z,https://www.youtube.com/watch?v=Ddp1EOOTMUc,US,US (text signal),che micione adorabile io amo troppo i felini dovevo essere uno di loro in un'altra vita,Active Motivation / Ownership Desire,0.8392351865768433
YouTube,big cat pet,Big Cat,Ddp1EOOTMUc,The Biggest Cat That Still Purrs 🐆🔊.,The Biggest Cat That Still Purrs #shorts #shortsfeed #viralshorts.,UgzS7QPDT74HWSsyOOh4AaABAg,"All right, you've convinced me. I'll take two.",2025-09-28T17:14:23Z,https://www.youtube.com/watch?v=Ddp1EOOTMUc,US,US (text signal),all right you've convinced me i'll take two,Active Motivation / Ownership Desire,0.7401486039161682
YouTube,big cat pet,Big Cat,Ddp1EOOTMUc,The Biggest Cat That Still Purrs 🐆🔊.,The Biggest Cat That Still Purrs #shorts #shortsfeed #viralshorts.,UgxyVIE2E0lX7B2kTLZ4AaABAg,❤❤ I want one or two of them they're so sweet and lovable and huggable and lovable fuzzy fuzzy kitties,2025-11-03T10:10:29Z,https://www.youtube.com/watch?v=Ddp1EOOTMUc,US,US (text signal),i want one or two of them they're so sweet and lovable and huggable and lovable fuzzy fuzzy kitties,Active Motivation / Ownership Desire,0.5828920602798462
YouTube,big cat pet,Big Cat,Ddp1EOOTMUc,The Biggest Cat That Still Purrs 🐆🔊.,The Biggest Cat That Still Purrs #shorts #shortsfeed #viralshorts.,UgzeyfZARSL1KebmAhl4AaABAg,"Now tell us how to raise "" A Great White Shark,in our pool "" ❗",2025-09-28T17:55:55Z,https://www.youtube.com/watch?v=Ddp1EOOTMUc,US,US (text signal),now tell us how to raise a great white shark in our pool,Active Motivation / Ownership Desire,0.670610785484314
YouTube,big cat pet,Big Cat,-2lrVyMgXPk,This Fluffy Giant Is Actually a Cat?! 🐱Meet the Maine Coon 🐾,"Think your cat is big? Think again! Meet the Maine Coon, the gentle giant of the cat world! With their massive size, tufted ears, ...",Ugz6P3reNgmx_Ts90-R4AaABAg,"My Maine Coon, was on the small size.  She was my best little lover dover ever, lived to be 23. I miss her so much.😢❤",2025-10-07T14:24:05Z,https://www.youtube.com/watch?v=-2lrVyMgXPk,US,Maine,my maine coon was on the small size she was my best little lover dover ever lived to be 23 i miss her so much,Active Motivation / Ownership Desire,0.6804540157318115
YouTube,big cat pet,Big Cat,-2lrVyMgXPk,This Fluffy Giant Is Actually a Cat?! 🐱Meet the Maine Coon 🐾,"Think your cat is big? Think again! Meet the Maine Coon, the gentle giant of the cat world! With their massive size, tufted ears, ...",UgxV_9w6FvTlctB2XBh4AaABAg,"lawd, i want the biggest Maine Coon there is! love them so much",2025-09-11T13:55:52Z,https://www.youtube.com/watch?v=-2lrVyMgXPk,US,Maine,lawd i want the biggest maine coon there is love them so much,Active Motivation / Ownership Desire,0.8864593505859375
YouTube,big cat pet,Big Cat,-2lrVyMgXPk,This Fluffy Giant Is Actually a Cat?! 🐱Meet the Maine Coon 🐾,"Think your cat is big? Think again! Meet the Maine Coon, the gentle giant of the cat world! With their massive size, tufted ears, ...",UgyPKa3omxRNJowDIHV4AaABAg,One day! ONE DAY I will have a Maine Coon of my own!!!!,2025-10-17T02:56:35Z,https://www.youtube.com/watch?v=-2lrVyMgXPk,US,Maine,one day one day i will have a maine coon of my own,Active Motivation / Ownership Desire,0.9264300465583801
YouTube,big cat pet,Big Cat,YR-6BF4ujfk,Chloe the Serval gets carried,,UgyWO367wmUAleuAy_t4AaABAg,"That growl was ""No get me away from mummy"" aha",2025-04-17T16:14:55Z,https://www.youtube.com/watch?v=YR-6BF4ujfk,US,US (text signal),that growl was no get me away from mummy aha,Active Motivation / Ownership Desire,0.7830947637557983
YouTube,big cat pet,Big Cat,YR-6BF4ujfk,Chloe the Serval gets carried,,Ugzp6tG9fDMlk4JpOKp4AaABAg,My orange cat will kill me if I pick him up..,2026-02-06T18:38:48Z,https://www.youtube.com/watch?v=YR-6BF4ujfk,US,US (text signal),my orange cat will kill me if i pick him up,Active Motivation / Ownership Desire,0.7244129776954651
YouTube,big cat pet,Big Cat,euc5Z7rjqTI,Actions were performed by a professional 😸,,UgxQWMjSuXztjZ3SNCx4AaABAg,You cannot convince me he doesn’t hate this persons guts.,2023-09-07T06:22:59Z,https://www.youtube.com/watch?v=euc5Z7rjqTI,US,US (text signal),you cannot convince me he doesn t hate this persons guts,Active Motivation / Ownership Desire,0.6628172397613525
YouTube,big cat pet,Big Cat,euc5Z7rjqTI,Actions were performed by a professional 😸,,UgyXGjcDvPppqwY8Zkh4AaABAg,Bro says I love you too in the most aggressive way 💀💀,2023-09-09T10:35:59Z,https://www.youtube.com/watch?v=euc5Z7rjqTI,US,US (text signal),bro says i love you too in the most aggressive way,Active Motivation / Ownership Desire,0.6445620656013489
YouTube,big cat pet,Big Cat,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,Ugw1PYAk9F4fp6gMCpV4AaABAg,"When my daughter was 11 she said she wanted a pet mountain lion.  I have to be honest I almost got her one after her reasoning was spot on.  She said, and I quote ""who won the right mind would hurt me if I'm walking around with a mountain lion?""  How can a father argue with that kind of logic.",2025-08-30T23:24:07Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),when my daughter was 11 she said she wanted a pet mountain lion i have to be honest i almost got her one after her reasoning was spot on she said and i quote who won the right mind would hurt me if i'm walking around with a mountain lion how can a father argue with that kind of logic,Active Motivation / Ownership Desire,0.9282820820808411
YouTube,big cat pet,Big Cat,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,UgxXxAe-zTO3dGKhtIl4AaABAg,Seeing that lion knocking things off the edge sealed the deal for me. Just a big kitty.,2025-12-04T01:18:49Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),seeing that lion knocking things off the edge sealed the deal for me just a big kitty,Active Motivation / Ownership Desire,0.7888885140419006
YouTube,big cat pet,Big Cat,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgzivhTOc1xN4AyjNAl4AaABAg,"YES,,THATS WHY I HATE TO SEE THEM HURT OR KILLED,,I LOVE THEM,,MOTHERS ARE WONDERFUL MOMS,, GOD BLESS THESE AMAZING AND BEAUTIFUL CATS,, 🙏",2025-07-14T16:58:16Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),yes thats why i hate to see them hurt or killed i love them mothers are wonderful moms god bless these amazing and beautiful cats,Active Motivation / Ownership Desire,0.8276180028915405
YouTube,big cat pet,Big Cat,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgymrtN1EJGjfkLaFEB4AaABAg,That meow has convinced me to adopt a cheetah 🐆😺,2025-07-07T15:23:41Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),that meow has convinced me to adopt a cheetah,Active Motivation / Ownership Desire,0.9900176525115967
YouTube,big cat pet,Big Cat,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgzKZUyv46B0Q-baXR94AaABAg,"I want to buy one so bad 😭.

 You can find cheetah kittens online for like 5k , but i dotn think I have enough space for them to run around in and i doubt the local dog park would allow a cheetah off the leash 😢",2025-07-15T23:38:50Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),i want to buy one so bad you can find cheetah kittens online for like 5k but i dotn think i have enough space for them to run around in and i doubt the local dog park would allow a cheetah off the leash,Active Motivation / Ownership Desire,0.9094805717468262
YouTube,big cat pet,Big Cat,IgQ_iBbNw8I,She Recorded The Growth Of Her Mainecoon 😱😂 - WorldBeAmazed,"She documented the growth of her Maine Coon by recording monthly videos of her cat. With each passing month, the cat grew ...",Ugw9UBoZNUQy6nO4Msl4AaABAg,OMG!! That little *meow* from the first month had me hooked.,2023-08-05T15:45:26Z,https://www.youtube.com/watch?v=IgQ_iBbNw8I,US,US (text signal),omg that little meow from the first month had me hooked,Active Motivation / Ownership Desire,0.6957029700279236
