platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,welfare_type,welfare_score
YouTube,tiger pet,Big Cat,TIq3n2xB1V8,Do you want to have a bodyguard like that? #pet #animals #handsome #lion #shorts #shortvideo,,UgzsnC08M71ufXcgyrN4AaABAg,"The ONLY reason why a wild animal such as a lion should be in captivity is because they are being rehabilitated or will be in danger if they are released. HOWEVER, a rich person keeping one as a pet is not the same situation 😒",2025-04-16T20:41:56Z,https://www.youtube.com/watch?v=TIq3n2xB1V8,US,US (text signal),the only reason why a wild animal such as a lion should be in captivity is because they are being rehabilitated or will be in danger if they are released however a rich person keeping one as a pet is not the same situation,Animal Welfare Concern,0.9789956212043762
YouTube,tiger pet,Big Cat,TIq3n2xB1V8,Do you want to have a bodyguard like that? #pet #animals #handsome #lion #shorts #shortvideo,,UgxIUFd4JJH-HjqDmld4AaABAg,These are not pets. They should be in the wild.,2024-07-30T23:36:24Z,https://www.youtube.com/watch?v=TIq3n2xB1V8,US,US (text signal),these are not pets they should be in the wild,Animal Welfare Concern,0.9556927680969238
YouTube,tiger pet,Big Cat,TIq3n2xB1V8,Do you want to have a bodyguard like that? #pet #animals #handsome #lion #shorts #shortvideo,,Ugx7gO0EBcP3Q257VR14AaABAg,"The lion is stunningly beautiful, and I'm happy he took good care of it and it's cubs. They appear to be happy, content and safe. However, they are wild animals, who should not be for sale in the first place. They belong in the wild. I know I will get flack from those that see how good the cat has it. I can see it too. I can also see that he is dangerous to others. He's just doing what feels right to him. He isn't meant to be a pet. There's a whole family of lions that are no longer capable of living in the wild.",2024-07-30T14:46:36Z,https://www.youtube.com/watch?v=TIq3n2xB1V8,US,US (text signal),the lion is stunningly beautiful and i'm happy he took good care of it and it's cubs they appear to be happy content and safe however they are wild animals who should not be for sale in the first place they belong in the wild i know i will get flack from those that see how good the cat has it i can see it too i can also see that he is dangerous to others he's just doing what feels right to him he isn't meant to be a pet there's a whole family of lions that are no longer capable of living in the wild,Animal Welfare Concern,0.9757623076438904
YouTube,tiger pet,Big Cat,l3uTcRlnrMM,🐯🐯🐯Don&#39;t even think about touching my child.😠😡 #tigercub #tiger #kitten  #cute #kitty #zoo #adorable,The daily of animal kindergarten    🦁️🦁️     ❤️❤️❤️ prohibiting abuse and trading ❤️❤️❤️ To clarify: All the little ...,Ugx2gCY8bNQAWjE33wF4AaABAg,I hate to see them caged like this. They r a majestic animal and belong in the wild!❣️,2025-07-02T01:35:26Z,https://www.youtube.com/watch?v=l3uTcRlnrMM,US,US (text signal),i hate to see them caged like this they r a majestic animal and belong in the wild,Animal Welfare Concern,0.9988575577735901
YouTube,tiger pet,Big Cat,LYqqwZFdlrw,Mike Tyson on Having a Pet Tiger,Mike Tyson talks to joe Rogan about what its like to have a Pet Tiger.,UgwpFKLcPdDTu-yODhV4AaABAg,"Operator: “911, what’s your emergency”
Tiger: “there’s a Tyson in my cage! “",2023-03-26T07:10:15Z,https://www.youtube.com/watch?v=LYqqwZFdlrw,US,US (text signal),operator 911 what s your emergency tiger there s a tyson in my cage,Animal Welfare Concern,0.9553712010383606
YouTube,tiger pet,Big Cat,aWsp3YY1WRI,Woman Jumps Barricade to Pet Tiger at New Jersey Zoo || ViralHog,"""We were at the zoo in NJ, and this woman attempted to pet a tiger! She instantly regrets it."" Occurred on August 18, 2024 / New ...",Ugw9rPjewK8ptOB2jyN4AaABAg,Stick your arm in the cage  hurry tiger is hungry,2024-08-23T16:35:14Z,https://www.youtube.com/watch?v=aWsp3YY1WRI,US,US (text signal),stick your arm in the cage hurry tiger is hungry,Animal Welfare Concern,0.951571524143219
YouTube,tiger pet,Big Cat,cJFPNrnkNNs,Food time 😱😡#lion #tiger #zoo #animals #wildliferescue  #lion #sohailbiganimals #shortvideo,,Ugx9Sicsubris_2MX6N4AaABAg,It sucks to see wild animals in cages man. Gotta let them go bruh.,2025-05-07T02:57:14Z,https://www.youtube.com/watch?v=cJFPNrnkNNs,US,US (text signal),it sucks to see wild animals in cages man gotta let them go bruh,Animal Welfare Concern,0.998798131942749
YouTube,tiger pet,Big Cat,cJFPNrnkNNs,Food time 😱😡#lion #tiger #zoo #animals #wildliferescue  #lion #sohailbiganimals #shortvideo,,UgwJmHTRq2KLCsHN8Il4AaABAg,"The lion is in a tiny, decrepit cage, and that horrible man is baiting and taunting him. This is abuse",2025-07-27T16:34:35Z,https://www.youtube.com/watch?v=cJFPNrnkNNs,US,US (text signal),the lion is in a tiny decrepit cage and that horrible man is baiting and taunting him this is abuse,Animal Welfare Concern,0.9991168975830078
YouTube,tiger pet,Big Cat,4dwpKPtrRcI,Lion and Tiger as pet #lion #tiger #pet #dubai,,UgwddV_HMu4dWmEzNP94AaABAg,Dude this is cruel and unusual tigers are supposed to be in wild not in house,2026-01-24T16:35:33Z,https://www.youtube.com/watch?v=4dwpKPtrRcI,US,US (text signal),dude this is cruel and unusual tigers are supposed to be in wild not in house,Animal Welfare Concern,0.9990853667259216
YouTube,tiger pet,Big Cat,cEoo3EoO8Ug,Mike Tyson Slept in the Same Bed As His Pet Tigers (2013),,UgyEJLV_u9U9oOdwaiB4AaABAg,It's definitely not cool to have tigers. They should be in the wild and not a pet. That's animal abuse.,2025-03-29T10:32:54Z,https://www.youtube.com/watch?v=cEoo3EoO8Ug,US,US (text signal),it's definitely not cool to have tigers they should be in the wild and not a pet that's animal abuse,Animal Welfare Concern,0.9966496229171753
YouTube,lion pet,Big Cat,7slSx76DJdo,Arabian Billionaires with wild animals like lion as pet 😒,Streamdorm #petlion #arabian #saudiprince #richpeople #richlife #billionairelifestyle.,Ugw_XJTXqzJzuYtuJaB4AaABAg,This is cruel. Ur putting urself at danger and those animals belong in the savannah. Not your stupid sitting room😅,2025-10-05T18:38:00Z,https://www.youtube.com/watch?v=7slSx76DJdo,US,US (text signal),this is cruel ur putting urself at danger and those animals belong in the savannah not your stupid sitting room,Animal Welfare Concern,0.9952999353408813
YouTube,lion pet,Big Cat,7slSx76DJdo,Arabian Billionaires with wild animals like lion as pet 😒,Streamdorm #petlion #arabian #saudiprince #richpeople #richlife #billionairelifestyle.,UgxVQRFrZ7lJ0vhzvxR4AaABAg,"They probably keep this poor wild animal in a cage or chained up when its not ""performing"" for the camera. Animal abuse!",2025-07-02T10:19:55Z,https://www.youtube.com/watch?v=7slSx76DJdo,US,US (text signal),they probably keep this poor wild animal in a cage or chained up when its not performing for the camera animal abuse,Animal Welfare Concern,0.9965569972991943
YouTube,lion pet,Big Cat,_i2HI-XmTUI,Lion🦁as 🐰pet at 🏘home in 🏰Dubai,Hello Dear viewers and subscribers Most welcome I Hope all of you well   & overjoyed  ! This Channel Content ...,UgyqEbSPVGHiAM2zksB4AaABAg,"See the issue is, lions can be very affectionate towards humans, but their wild instincts are deeply rooted into their biological system, so if they get tense or slightly feel attacked, even though they are very affectionate towards you, their wild instincts will lead them to unintentionally harm you. It is NOT a domestic cat, its been a wild animal in nature by genetics, and this genetical system will live with him forever. One slightly mistake and there's a chance he'll crush your bones, and maybe even feel bad for you because it loved you so much..",2025-06-03T21:00:36Z,https://www.youtube.com/watch?v=_i2HI-XmTUI,US,US (text signal),see the issue is lions can be very affectionate towards humans but their wild instincts are deeply rooted into their biological system so if they get tense or slightly feel attacked even though they are very affectionate towards you their wild instincts will lead them to unintentionally harm you it is not a domestic cat its been a wild animal in nature by genetics and this genetical system will live with him forever one slightly mistake and there's a chance he'll crush your bones and maybe even feel bad for you because it loved you so much,Animal Welfare Concern,0.8618872761726379
YouTube,lion pet,Big Cat,H2Y9_bp18Ys,He Put His Hand in a Lion’s Cage… 🦁😱 You Won’t Believe What Happened! 🚨 #Shorts,"Title: ""He Put His Hand in a Lion's Cage… You Won't Believe What Happened! #Shorts"" Description: A calm day turned ...",UgyNZtlElXxIs0bhQhh4AaABAg,just seeing how naive the boy is and in another lion's cage will loose his arm,2025-06-09T17:46:49Z,https://www.youtube.com/watch?v=H2Y9_bp18Ys,US,US (text signal),just seeing how naive the boy is and in another lion's cage will loose his arm,Animal Welfare Concern,0.9250270128250122
YouTube,lion pet,Big Cat,H1nQRnxXbuc,A tense moment with a pet lion ended in tragedy after a security guard&#39;s swift action.,,Ugxa1zc-IJ6X4RlGK_14AaABAg,I have never seen a more skinny lion than this poor soul how terrified it is i really hope he make his way into the wild before being in the clutches of these devils plz be safe some ppl  don't have enough to eat for themselves yet go to such lengths to adopt an animal solely for the wild and make them suffer extra along with them these humans should not live to see other day,2025-01-04T05:18:36Z,https://www.youtube.com/watch?v=H1nQRnxXbuc,US,US (text signal),i have never seen a more skinny lion than this poor soul how terrified it is i really hope he make his way into the wild before being in the clutches of these devils plz be safe some ppl don't have enough to eat for themselves yet go to such lengths to adopt an animal solely for the wild and make them suffer extra along with them these humans should not live to see other day,Animal Welfare Concern,0.998703122138977
YouTube,lion pet,Big Cat,H1nQRnxXbuc,A tense moment with a pet lion ended in tragedy after a security guard&#39;s swift action.,,Ugz19m9JB-lYApLhwUt4AaABAg,This is too bad!! Wild animals as majestic az Lion was kept in captive and killed because he was running away from captivity.  He was clearly not on attack mode. This is sad,2025-01-03T13:38:58Z,https://www.youtube.com/watch?v=H1nQRnxXbuc,US,US (text signal),this is too bad wild animals as majestic az lion was kept in captive and killed because he was running away from captivity he was clearly not on attack mode this is sad,Animal Welfare Concern,0.9963429570198059
YouTube,lion pet,Big Cat,H1nQRnxXbuc,A tense moment with a pet lion ended in tragedy after a security guard&#39;s swift action.,,Ugz210wP2nHN5KQRQb94AaABAg,"Actually, this lion was shot 15 times, and he is actually first time out of his 13 years life he is running because he was fired by some jerks who are afraid of him outside the cage, so he jumped out of the house from the place up to 10 ft height with blade railings but there a main gate 7 ft tall and he don't hurt anyone, he never eaten anything living or dead, just pure meat, humans are really worst.",2025-01-19T08:49:17Z,https://www.youtube.com/watch?v=H1nQRnxXbuc,US,US (text signal),actually this lion was shot 15 times and he is actually first time out of his 13 years life he is running because he was fired by some jerks who are afraid of him outside the cage so he jumped out of the house from the place up to 10 ft height with blade railings but there a main gate 7 ft tall and he don't hurt anyone he never eaten anything living or dead just pure meat humans are really worst,Animal Welfare Concern,0.9968488812446594
YouTube,lion pet,Big Cat,H1nQRnxXbuc,A tense moment with a pet lion ended in tragedy after a security guard&#39;s swift action.,,UgwBIHd3borTXfC7f8B4AaABAg,"They killed a lion who was kept in a private location as someone’s trophy pet  , eventually the lion got out and got killed for being free from captivity. Damn . What kind of world do I live in .",2025-01-07T20:44:04Z,https://www.youtube.com/watch?v=H1nQRnxXbuc,US,US (text signal),they killed a lion who was kept in a private location as someone s trophy pet eventually the lion got out and got killed for being free from captivity damn what kind of world do i live in,Animal Welfare Concern,0.9892441034317017
YouTube,lion pet,Big Cat,H1nQRnxXbuc,A tense moment with a pet lion ended in tragedy after a security guard&#39;s swift action.,,Ugx-DziNK8n-Qr4iU0d4AaABAg,"I'm puzzled why people in the comments are criticizing the security guard, when in fact, he was trying to save numerous lives. The tragic incident of the escaped lion highlights the importance of responsible animal ownership. While it's tempting to blame the security guard for shooting the lion, I firmly believe he made the right call to protect human lives. The real culprit, in my opinion, is the lion's owner, who kept a wild animal in captivity. By doing so, he not only put his own life at risk but also the lives of those around him. The lion's eventual escape and tragic demise were inevitable consequences of its unnatural confinement. The security guard's actions, though unfortunate, were necessary to prevent further harm to the community. Ultimately, this incident serves as a reminder of the dangers of keeping wild animals in domestic environments.",2025-01-14T16:54:21Z,https://www.youtube.com/watch?v=H1nQRnxXbuc,US,US (text signal),i'm puzzled why people in the comments are criticizing the security guard when in fact he was trying to save numerous lives the tragic incident of the escaped lion highlights the importance of responsible animal ownership while it's tempting to blame the security guard for shooting the lion i firmly believe he made the right call to protect human lives the real culprit in my opinion is the lion's owner who kept a wild animal in captivity by doing so he not only put his own life at risk but also the lives of those around him the lion's eventual escape and tragic demise were inevitable consequences of its unnatural confinement the security guard's actions though unfortunate were necessary to prevent further harm to the community ultimately this incident serves as a reminder of the dangers of keeping wild animals in domestic environments,Animal Welfare Concern,0.9464731216430664
YouTube,lion pet,Big Cat,H1nQRnxXbuc,A tense moment with a pet lion ended in tragedy after a security guard&#39;s swift action.,,UgyXxTdA-Opg-K3Fhu54AaABAg,"So so sad …😢
These Poor animals are not meant to be Kept as Pets’ in peoples’ houses. 
There natural Habitat is Jungle ‘ 
They are called Wild Animals for a Reason ! 
It’s 
Such a Shame and Crime, to try to Tame them for Some Ignorant Peoples’ Fantasy ! 
And when they grow older, they can’t be handled by these People and then Kill them like this above. 😣😡",2025-01-04T15:36:28Z,https://www.youtube.com/watch?v=H1nQRnxXbuc,US,US (text signal),so so sad these poor animals are not meant to be kept as pets in peoples houses there natural habitat is jungle they are called wild animals for a reason it s such a shame and crime to try to tame them for some ignorant peoples fantasy and when they grow older they can t be handled by these people and then kill them like this above,Animal Welfare Concern,0.9991306662559509
YouTube,lion pet,Big Cat,LdsnWzWEm6Y,New born Lion cub #faiziwildlifefarm,,UgwOnzgaO86CPyhog6p4AaABAg,"Maman lionne dis à l'humain : 
Ouvre-moi cette putain de cage et rends-moi mon bébé avant que je te bouffe tout cru ! 🍽️😼😻❤️🦁",2025-05-09T09:06:51Z,https://www.youtube.com/watch?v=LdsnWzWEm6Y,US,US (text signal),maman lionne dis l'humain ouvre moi cette putain de cage et rends moi mon b b avant que je te bouffe tout cru,Animal Welfare Concern,0.661048173904419
YouTube,jaguar pet,Big Cat,qcxn7_mKZsI,This Pet Jaguar gave its Owner Kisses❤️,"When this girl gave her pet jaguar a kiss, he seemed very confused and did not know how to react to this sign of affection. It took a ...",UgygmbFdy_9mkdr6QZN4AaABAg,These animals belong in the wild,2026-02-26T19:46:48Z,https://www.youtube.com/watch?v=qcxn7_mKZsI,US,US (text signal),these animals belong in the wild,Animal Welfare Concern,0.9677472710609436
YouTube,jaguar pet,Big Cat,R5ZRPCa4UOk,Why Jaguars Are More Dangerous Than Other Big Cats,"Jaguar, a silent hunter that can crush turtle shells, take down caimans, and drag a deer across a river. The real king of the jungle.",UgwgpjMn40Yh8JjqEX54AaABAg,"Back in the mid 80's a friend of mine went to a Barnum and Bailey Circus in Atlanta Georgia and he bought a pit pass so he could wander around behind the scenes. He came on some train cars with animal cages on them and he noticed that they had lions and tigers in cages together, but the jaguars were in cages only with other jaguars. My buddy asked the animal keeper why that was, and he told my buddy ""If you put a lion or a tiger in a cage with a jaguar, it will kill the lion or the tiger.""",2025-09-10T02:59:23Z,https://www.youtube.com/watch?v=R5ZRPCa4UOk,US,Georgia,back in the mid 80's a friend of mine went to a barnum and bailey circus in atlanta georgia and he bought a pit pass so he could wander around behind the scenes he came on some train cars with animal cages on them and he noticed that they had lions and tigers in cages together but the jaguars were in cages only with other jaguars my buddy asked the animal keeper why that was and he told my buddy if you put a lion or a tiger in a cage with a jaguar it will kill the lion or the tiger,Animal Welfare Concern,0.8472740054130554
YouTube,jaguar pet,Big Cat,AxkJU43i3iQ,Have you ever seen a Jaguar do this? 👀 #jaguar #swim #jaguars #water #bigcats #underwater,,UgxUDBoGuO20uY8PLIN4AaABAg,Why is the jaguar swimming in a filthy pool full of dead fish?  Who thought that was a good idea?  Poor thing - no wonder he got out as soon as he realized it was a fetid cesspool...,2025-08-25T11:50:48Z,https://www.youtube.com/watch?v=AxkJU43i3iQ,US,US (text signal),why is the jaguar swimming in a filthy pool full of dead fish who thought that was a good idea poor thing no wonder he got out as soon as he realized it was a fetid cesspool,Animal Welfare Concern,0.9847230911254883
YouTube,cheetah pet,Big Cat,IzSLKZZTc8s,Can You Have a Pet Cheetah?,Can you have a pet cheetah? Answering a common question about exotic pets and big cat ownership OMote Cordless leaf blower ...,UgyEppTvAs9LpDavy_F4AaABAg,"wow, i loved how you pretty much concluded that people shouldn’t keep cheetah’s as a pet. most ppl clicking on a video with a question like this are usually looking for “here’s everything u need to do to keep a cheetah as a pet”. your video provided that, and then you also gave your opinion that people shouldn’t, which i think gives SO MUCH credibility to that statement. 

im never gonna be well off enough to keep a cheetah as a pet, so it’s not something i’d have ever considered, but i was curious. i didnt know how hard to was to breed them in captivity!",2022-07-17T14:58:49Z,https://www.youtube.com/watch?v=IzSLKZZTc8s,US,US (text signal),wow i loved how you pretty much concluded that people shouldn t keep cheetah s as a pet most ppl clicking on a video with a question like this are usually looking for here s everything u need to do to keep a cheetah as a pet your video provided that and then you also gave your opinion that people shouldn t which i think gives so much credibility to that statement im never gonna be well off enough to keep a cheetah as a pet so it s not something i d have ever considered but i was curious i didnt know how hard to was to breed them in captivity,Animal Welfare Concern,0.532181978225708
YouTube,cheetah pet,Big Cat,IzSLKZZTc8s,Can You Have a Pet Cheetah?,Can you have a pet cheetah? Answering a common question about exotic pets and big cat ownership OMote Cordless leaf blower ...,UgxTAPAL16rJOllggk94AaABAg,"What Jon says here confirms what I have heard from other sources.  Setting aside the problem of how to ethically purchase a healthy cheetah cub, the biggest challenge with maintaining a healthy cheetah in captivity is properly sourcing their diet.  If cheetahs do not receive the proper mix of proteins and other nutrients, they will experience various chronic health problems and experience shortened life spans.  From a personality and instinct perspective, cheetahs are the easiest big cat to adapt to a human environment.  Far easier in fact than tigers, lions, leopards, jaguars or pumas, who are potentially very dangerous even when hand-raised from infancy by their humans.  If socialized from cubs to interact with humans, cheetahs will bond and imprint on their human family, and interact like an overgrown house cat.  That said, they instinctually want to mark their territory -- and a 75- to 125-pount cheetah can produce a lot of urine.  They also want to claw and chew inanimate objects.  These are not ""indoor"" cats; they need to be kept outside a human home, with access to appropriate open space for exercise and play.  At best, having a pet cheetah is an expensive luxury that requires a significant input of cash, time and effort that is beyond the reach of most human beings to provide.",2025-02-20T11:06:48Z,https://www.youtube.com/watch?v=IzSLKZZTc8s,US,US (text signal),what jon says here confirms what i have heard from other sources setting aside the problem of how to ethically purchase a healthy cheetah cub the biggest challenge with maintaining a healthy cheetah in captivity is properly sourcing their diet if cheetahs do not receive the proper mix of proteins and other nutrients they will experience various chronic health problems and experience shortened life spans from a personality and instinct perspective cheetahs are the easiest big cat to adapt to a human environment far easier in fact than tigers lions leopards jaguars or pumas who are potentially very dangerous even when hand raised from infancy by their humans if socialized from cubs to interact with humans cheetahs will bond and imprint on their human family and interact like an overgrown house cat that said they instinctually want to mark their territory and a 75 to 125 pount cheetah can produce a lot of urine they also want to claw and chew inanimate objects these are not indoor cats they need to be kept outside a human home with access to appropriate open space for exercise and play at best having a pet cheetah is an expensive luxury that requires a significant input of cash time and effort that is beyond the reach of most human beings to provide,Animal Welfare Concern,0.7606506943702698
YouTube,cheetah pet,Big Cat,wJFlsXo7WoM,Having A Cheetah as a Pet - JRE,,UgyPMmPrm5oG6Wcrozh4AaABAg,"Cheetahs are beautiful and adorable, but they are also wild animals and should not be kept as pets. People on here saying they don't attack humans are speading misinformation; there are two documented attacks by cheetahs in captivity on humans, both of which were fatal. Leave them in the wild where they belong.",2025-09-26T06:26:50Z,https://www.youtube.com/watch?v=wJFlsXo7WoM,US,US (text signal),cheetahs are beautiful and adorable but they are also wild animals and should not be kept as pets people on here saying they don't attack humans are speading misinformation there are two documented attacks by cheetahs in captivity on humans both of which were fatal leave them in the wild where they belong,Animal Welfare Concern,0.9669608473777771
YouTube,cheetah pet,Big Cat,TYMCsFQKUFA,This Cheetah Thinks It’s a Pet Cat. #animal #cute,,UgzD_5HNOTRT2rMzc054AaABAg,Cheetahs need emotional support from a calm and happy friend. Otherwise they get anxious and depressed. They're extremely empathetic animals and get stressed when around other stressed animals or if they're alone for too long. Golden retrievers are actually perfect companions for cheetahs raised in captivity because they're very chill and happy by default.,2025-07-15T21:17:41Z,https://www.youtube.com/watch?v=TYMCsFQKUFA,US,US (text signal),cheetahs need emotional support from a calm and happy friend otherwise they get anxious and depressed they're extremely empathetic animals and get stressed when around other stressed animals or if they're alone for too long golden retrievers are actually perfect companions for cheetahs raised in captivity because they're very chill and happy by default,Animal Welfare Concern,0.8569320440292358
YouTube,cheetah pet,Big Cat,TYMCsFQKUFA,This Cheetah Thinks It’s a Pet Cat. #animal #cute,,UgxJNYd4N6FznoMuoMN4AaABAg,Not to be the fun police but it’s not good to talk about exotic animals like they’re pets. The exotic pet trade causes serious damage to many ecosystems and these animals need a lot of specialized care when in captivity,2025-07-03T16:02:43Z,https://www.youtube.com/watch?v=TYMCsFQKUFA,US,US (text signal),not to be the fun police but it s not good to talk about exotic animals like they re pets the exotic pet trade causes serious damage to many ecosystems and these animals need a lot of specialized care when in captivity,Animal Welfare Concern,0.9882562160491943
