platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,conservation_type,conservation_score,conservation_subtheme,final_category
YouTube,big cat pet,Big Cats,DMiK9CZ_1W0,Big Dog and Big Cat didn&#39;t get along with each other.,,Ugyg9LYxnQqBwxc6_7t4AaABAg,Ma perché stressare li animali così per niente 😢😢😢😢😢😢😢😢😢😢,2025-01-04T22:18:35Z,https://www.youtube.com/watch?v=DMiK9CZ_1W0,US,US (text signal),ma perch stressare li animali cos per niente,Conservation Concern,0.9948753714561462,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,DMiK9CZ_1W0,Big Dog and Big Cat didn&#39;t get along with each other.,,UgwLfZUlObuA6nkbutV4AaABAg,Negligent. Absolutely no one in that room should own an animal.,2024-09-17T06:24:53Z,https://www.youtube.com/watch?v=DMiK9CZ_1W0,US,US (text signal),negligent absolutely no one in that room should own an animal,Conservation Concern,0.8226170539855957,Wildlife Trade / Trafficking,Big Cats
YouTube,big cat pet,Big Cats,DMiK9CZ_1W0,Big Dog and Big Cat didn&#39;t get along with each other.,,UgzRdmcfgKbdhH0QiRN4AaABAg,When this Puma does permanent damage to the gentleman holding it he will learn what a five year old know. Wild animals belong in the wild.,2024-09-11T17:34:39Z,https://www.youtube.com/watch?v=DMiK9CZ_1W0,US,US (text signal),when this puma does permanent damage to the gentleman holding it he will learn what a five year old know wild animals belong in the wild,Conservation Concern,0.9514137506484985,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,DMiK9CZ_1W0,Big Dog and Big Cat didn&#39;t get along with each other.,,UgxXh7VVDmJ8OUjqwnF4AaABAg,Whoever carried in that creature and put it next to that other animal to allow that other animal to be assaulted accidentally is guilty of damages and of negligence for allowing that large predator to swipe the dog,2024-09-16T14:45:49Z,https://www.youtube.com/watch?v=DMiK9CZ_1W0,US,US (text signal),whoever carried in that creature and put it next to that other animal to allow that other animal to be assaulted accidentally is guilty of damages and of negligence for allowing that large predator to swipe the dog,Conservation Concern,0.6419275999069214,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,DMiK9CZ_1W0,Big Dog and Big Cat didn&#39;t get along with each other.,,UgyiMYE0b0h6LFqPOcR4AaABAg,Il a déjà de sacrées griffes !,2024-09-08T12:02:01Z,https://www.youtube.com/watch?v=DMiK9CZ_1W0,US,US (text signal),il a d j de sacr es griffes,Conservation Concern,0.9328826069831848,Wildlife Trade / Trafficking,Big Cats
YouTube,big cat pet,Big Cats,DMiK9CZ_1W0,Big Dog and Big Cat didn&#39;t get along with each other.,,UgyY2dds2fqVaRB2-Dd4AaABAg,This is animal whose daily life is prepared in the wilderness because it is a dangerous animal,2024-09-17T02:45:58Z,https://www.youtube.com/watch?v=DMiK9CZ_1W0,US,US (text signal),this is animal whose daily life is prepared in the wilderness because it is a dangerous animal,Conservation Concern,0.958537757396698,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,CZu5e0f2lRw,Danger Boops!,Boops! Book a tour here at Singlevisioninc.org.,UgygbQHSicdvf4FgLF94AaABAg,There is nothing in my life more satisfying than hearing a cougar purr....,2023-10-02T17:05:42Z,https://www.youtube.com/watch?v=CZu5e0f2lRw,US,US (text signal),there is nothing in my life more satisfying than hearing a cougar purr,Conservation Concern,0.9123970866203308,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,CZu5e0f2lRw,Danger Boops!,Boops! Book a tour here at Singlevisioninc.org.,UgwEYV0jnZPxmycOfvt4AaABAg,"The slow blinks.  The showing of the bellies.  The purrs.   This woman has the trust and admiration of they entire jungle, outback, and african bush.  This woman just became the safest human in the entire universe.",2023-05-11T18:12:18Z,https://www.youtube.com/watch?v=CZu5e0f2lRw,US,US (text signal),the slow blinks the showing of the bellies the purrs this woman has the trust and admiration of they entire jungle outback and african bush this woman just became the safest human in the entire universe,Conservation Concern,0.7735159397125244,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,CZu5e0f2lRw,Danger Boops!,Boops! Book a tour here at Singlevisioninc.org.,Ugzs1RflyWwAGreuN1V4AaABAg,That lion must trust you immensely if it will let you put your hand in its mouth and not rip it off. Well done.,2023-05-13T21:11:09Z,https://www.youtube.com/watch?v=CZu5e0f2lRw,US,US (text signal),that lion must trust you immensely if it will let you put your hand in its mouth and not rip it off well done,Conservation Concern,0.6633418798446655,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,gxC1dF404q8,"The worlds largest cat. Guinness, book of world records three times.  Liger MyrtleBeachSafari",,UgzSqBgqKRzcngexRQh4AaABAg,"For all of you happy with this cat. You don't cross a lion and a tiger because 99 of 100 die or have awful mutations. This is 1 out of 100, the rest died or live with terrible genetic mutations.",2025-03-06T21:47:54Z,https://www.youtube.com/watch?v=gxC1dF404q8,US,US (text signal),for all of you happy with this cat you don't cross a lion and a tiger because 99 of 100 die or have awful mutations this is 1 out of 100 the rest died or live with terrible genetic mutations,Conservation Concern,0.7595488429069519,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,gxC1dF404q8,"The worlds largest cat. Guinness, book of world records three times.  Liger MyrtleBeachSafari",,UgysehBnfi6ypkm5NkR4AaABAg,You couldn't pay me a billion dollars to be this close to this liger. Such a majestic beast that should be admired from a far. ❤,2024-07-21T17:56:31Z,https://www.youtube.com/watch?v=gxC1dF404q8,US,US (text signal),you couldn't pay me a billion dollars to be this close to this liger such a majestic beast that should be admired from a far,Conservation Concern,0.7491560578346252,Wildlife Trade / Trafficking,Big Cats
YouTube,big cat pet,Big Cats,0gliCKfaFp0,"When you&#39;re trying to raise a cougar, and at the end, a kiss💋  #braige #animals #cat #bigcat",,UgwN2K_NdZxcgUJNmQx4AaABAg,It is still a wild animal. You do not always know what they are going to do. There are some people who own these wild animals were killed or eaten. They are not domestic animals.,2024-09-15T03:41:19Z,https://www.youtube.com/watch?v=0gliCKfaFp0,US,US (text signal),it is still a wild animal you do not always know what they are going to do there are some people who own these wild animals were killed or eaten they are not domestic animals,Conservation Concern,0.9825072288513184,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,0gliCKfaFp0,"When you&#39;re trying to raise a cougar, and at the end, a kiss💋  #braige #animals #cat #bigcat",,Ugzyl9dEf5WPXCEi2mF4AaABAg,I praise that cat for taking in this cougar.,2025-01-06T16:47:35Z,https://www.youtube.com/watch?v=0gliCKfaFp0,US,US (text signal),i praise that cat for taking in this cougar,Conservation Concern,0.9923638105392456,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,abuAUjFv88s,The Savannah: The Largest Domestic Cats in the World | Cats 101,The Savannah cat are large in size and look like a wildcat. The Savannah are a cross breed of the wild serval cat of Africa and a ...,Ugxl2ckgFaMyOgJdqBd4AaABAg,"Human: THERES A CHEETAH OR LEOPARD OUTSIDE!!!
Crazy human: Okay, I'll go get a broom.",2017-12-02T05:34:20Z,https://www.youtube.com/watch?v=abuAUjFv88s,US,US (text signal),human theres a cheetah or leopard outside crazy human okay i'll go get a broom,Conservation Concern,0.9112192392349243,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,abuAUjFv88s,The Savannah: The Largest Domestic Cats in the World | Cats 101,The Savannah cat are large in size and look like a wildcat. The Savannah are a cross breed of the wild serval cat of Africa and a ...,UgyUSDsCXozm0d4ufYJ4AaABAg,"So a Savannah cat isn't allowed in Savannah, Georgia, sad.",2020-11-11T06:56:41Z,https://www.youtube.com/watch?v=abuAUjFv88s,US,Georgia,so a savannah cat isn't allowed in savannah georgia sad,Conservation Concern,0.9537081122398376,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,-2lrVyMgXPk,This Fluffy Giant Is Actually a Cat?! 🐱Meet the Maine Coon 🐾,"Think your cat is big? Think again! Meet the Maine Coon, the gentle giant of the cat world! With their massive size, tufted ears, ...",UgyzBnINANJE6RaeuEl4AaABAg,"In the UK they are often photographed and called Pumas, Leopards or Lynx.",2025-09-01T20:24:46Z,https://www.youtube.com/watch?v=-2lrVyMgXPk,US,US (text signal),in the uk they are often photographed and called pumas leopards or lynx,Conservation Concern,0.7787334322929382,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,Ugx7uJBvX9zZ8oCs_5B4AaABAg,"They’re so stunning. 
I’d always rather see them left to their own devices to thrive in their habitats but I’m glad that there are kind people who will rehabilitate the ones who need it and give homes to the ones that can’t be released 💕",2025-09-24T16:09:01Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),they re so stunning i d always rather see them left to their own devices to thrive in their habitats but i m glad that there are kind people who will rehabilitate the ones who need it and give homes to the ones that can t be released,Conservation Concern,0.995207667350769,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,UgzcbS__TwHMtTx7HyV4AaABAg,A cougar just walked in my bedroom after i watched this.,2025-08-08T10:56:11Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),a cougar just walked in my bedroom after i watched this,Conservation Concern,0.5873182415962219,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,UgytVJo-gd22tkYJiw94AaABAg,Aren’t jaguares considered the biggest wildcat in North America?,2025-08-21T20:03:52Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),aren t jaguares considered the biggest wildcat in north america,Conservation Concern,0.872347354888916,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,UgyPZBhn4gcZYsRJGoV4AaABAg,When you see  them in the wild Leave  them alone 😊,2025-09-08T20:12:27Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),when you see them in the wild leave them alone,Conservation Concern,0.9924228191375732,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,Ugxc1IWmgghYUPH15_R4AaABAg,"As much as I like cats, I will never forget the news stories about Mt. Lions killing joggers and hikers, eating them and then covering up the remains to come back later to snack on. Just get yourself an Abyssinian kitty for a pet instead. They look kinda similar.",2025-10-04T03:47:00Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),as much as i like cats i will never forget the news stories about mt lions killing joggers and hikers eating them and then covering up the remains to come back later to snack on just get yourself an abyssinian kitty for a pet instead they look kinda similar,Conservation Concern,0.625152051448822,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,Ugxdud7bcjyzjb1xEJZ4AaABAg,"I must correct you---Jaguars are larger than Mountain Lions and still live in pockets of Mexico, i.e., North America.  That said, I must say I love Mountain Lions and wish they still lived in the wild where I live. Our West Virginia wildlife center has them.  I once jumped the containment fence and petted one through the chainlink wire. It purred ❤",2025-09-25T16:40:39Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,West Virginia,i must correct you jaguars are larger than mountain lions and still live in pockets of mexico i e north america that said i must say i love mountain lions and wish they still lived in the wild where i live our west virginia wildlife center has them i once jumped the containment fence and petted one through the chainlink wire it purred,Conservation Concern,0.9672250151634216,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,UgxXxAe-zTO3dGKhtIl4AaABAg,Seeing that lion knocking things off the edge sealed the deal for me. Just a big kitty.,2025-12-04T01:18:49Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),seeing that lion knocking things off the edge sealed the deal for me just a big kitty,Conservation Concern,0.8307315111160278,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgzHMs8BRPEWAeiJRK14AaABAg,"A good friend of mine served in the Peace Corps in Kenya for 2 years, including one full year in the bush.  He told me that all of the big cats, including lions will generally leave humans alone, EXCEPT leopards.  The reason is that all of the other cats hunt only 4 legged prey.  But the leopard is the only big cat that regularly hunts baboons, which move on 2 legs, and that similarity to us puts us on their menu.",2025-09-02T03:39:11Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),a good friend of mine served in the peace corps in kenya for 2 years including one full year in the bush he told me that all of the big cats including lions will generally leave humans alone except leopards the reason is that all of the other cats hunt only 4 legged prey but the leopard is the only big cat that regularly hunts baboons which move on 2 legs and that similarity to us puts us on their menu,Conservation Concern,0.8943289518356323,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgyYyiGYY_X8G_2b0_94AaABAg,cheetahs were domesticated in ancient Egypt,2025-07-02T20:23:50Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),cheetahs were domesticated in ancient egypt,Conservation Concern,0.6000711917877197,Wildlife Trade / Trafficking,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgyQ93OLJbCv2Cmuse54AaABAg,"always treat every animal with respect.  cheetahs may be calm around humans,  but they can still attack if provoked.  you dont want a huge gash on your arm or leg.",2025-07-09T23:24:31Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),always treat every animal with respect cheetahs may be calm around humans but they can still attack if provoked you dont want a huge gash on your arm or leg,Conservation Concern,0.9139841198921204,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgynJ_XdEuHCbQ5y4ZJ4AaABAg,There's something very wholesome and heartwarming about labrador puppies helping cheetahs stay calm and live a more fulfilling life in the unfortunate event of captivity.,2025-07-21T21:13:20Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),there's something very wholesome and heartwarming about labrador puppies helping cheetahs stay calm and live a more fulfilling life in the unfortunate event of captivity,Conservation Concern,0.9244834780693054,Endangered Species Awareness,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgymrtN1EJGjfkLaFEB4AaABAg,That meow has convinced me to adopt a cheetah 🐆😺,2025-07-07T15:23:41Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),that meow has convinced me to adopt a cheetah,Conservation Concern,0.9483940601348877,Endangered Species Awareness,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,Ugyupcaeq5pfVix1QrN4AaABAg,"Las leonas tambien permiten el acercamiento humano cuando estan fuera, excepto si te ven cerca de sus cubiles o donde estan los familiares mas jovenes, a diferencia del macho que es impredecible y te puede atacar como pasar de ti.",2025-08-01T16:24:41Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),las leonas tambien permiten el acercamiento humano cuando estan fuera excepto si te ven cerca de sus cubiles o donde estan los familiares mas jovenes a diferencia del macho que es impredecible y te puede atacar como pasar de ti,Conservation Concern,0.6751223206520081,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,IgQ_iBbNw8I,She Recorded The Growth Of Her Mainecoon 😱😂 - WorldBeAmazed,"She documented the growth of her Maine Coon by recording monthly videos of her cat. With each passing month, the cat grew ...",UgyACQUHlSmxSVGL-wJ4AaABAg,Oh My goodness !  Are you sure that's not a Bobcat ?,2023-07-14T08:00:17Z,https://www.youtube.com/watch?v=IgQ_iBbNw8I,US,US (text signal),oh my goodness are you sure that's not a bobcat,Conservation Concern,0.983955442905426,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,UaZ_jBYBYQA,Big Cat Mouthing Affection! AMAZING,Book a tour here: https://www.singlevisioninc.org.,Ugwim8Bva5xnxRSfnzt4AaABAg,"Madre mía, que belleza de animales, cuidados bien y mucha fuerza 💪",2022-09-09T11:30:57Z,https://www.youtube.com/watch?v=UaZ_jBYBYQA,US,US (text signal),madre m a que belleza de animales cuidados bien y mucha fuerza,Conservation Concern,0.6054491400718689,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,McfgvFUO4fM,Lions Reaction To Catnip! SO CUTE,Binta's reaction to catnip!,Ugx7559Z0rWFXRPAv-J4AaABAg,“Hey honey how was work” “oh yknow gave a lion some drugs”,2022-09-26T16:05:20Z,https://www.youtube.com/watch?v=McfgvFUO4fM,US,US (text signal),hey honey how was work oh yknow gave a lion some drugs,Conservation Concern,0.6315942406654358,Wildlife Trade / Trafficking,Big Cats
YouTube,big cat pet,Big Cats,McfgvFUO4fM,Lions Reaction To Catnip! SO CUTE,Binta's reaction to catnip!,UgyLV92bMoIqx4gbiud4AaABAg,"Lion comes running at you... life saver, Big bag of catnip in his face. 😂",2023-12-12T17:27:31Z,https://www.youtube.com/watch?v=McfgvFUO4fM,US,US (text signal),lion comes running at you life saver big bag of catnip in his face,Conservation Concern,0.660062849521637,Wildlife Trade / Trafficking,Big Cats
YouTube,big cat pet,Big Cats,f31bgL8-iaI,They are just bigger cats🐱#cat #cats #fyp #funny,,UgyP0pnAsR6ZP-tfjER4AaABAg,Cute wild cats that are cable of eating you and tearing you to ribbons. Remember these people are their trainers or rescued them when they were young which is why they are being friendly to the humans here.,2025-05-11T14:09:52Z,https://www.youtube.com/watch?v=f31bgL8-iaI,US,US (text signal),cute wild cats that are cable of eating you and tearing you to ribbons remember these people are their trainers or rescued them when they were young which is why they are being friendly to the humans here,Conservation Concern,0.6365790963172913,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,f31bgL8-iaI,They are just bigger cats🐱#cat #cats #fyp #funny,,UgzqwPQQQWEX5ayturl4AaABAg,"Obviously, this lady knows what she is doing but never forget to anyone who thinks they're just big cats
They're still wild animals and can end you in a heartbeat even if you think you have a strong bond with them",2025-05-10T18:04:33Z,https://www.youtube.com/watch?v=f31bgL8-iaI,US,US (text signal),obviously this lady knows what she is doing but never forget to anyone who thinks they're just big cats they're still wild animals and can end you in a heartbeat even if you think you have a strong bond with them,Conservation Concern,0.8674293160438538,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,AQH2W0juv5w,Ultimate Big Cats Compilation,Who loves cats? We got some of the biggest cats we could find in our video library. These kitty cats are sure to melt your heart.,Ugx6U_oLVjOs1AQHYkh4AaABAg,When the fedding the cheetah two lions just chiling in the bacround,2020-08-10T20:44:15Z,https://www.youtube.com/watch?v=AQH2W0juv5w,US,US (text signal),when the fedding the cheetah two lions just chiling in the bacround,Conservation Concern,0.987289547920227,Wild Population / Habitat Concern,Big Cats
YouTube,big cat pet,Big Cats,AQH2W0juv5w,Ultimate Big Cats Compilation,Who loves cats? We got some of the biggest cats we could find in our video library. These kitty cats are sure to melt your heart.,UgzAmtGh2uEMSEmDgn54AaABAg,O:40 as the girl strokes the glass in front of the lion's face the makes faces as if he could really feel it.,2020-08-04T05:58:19Z,https://www.youtube.com/watch?v=AQH2W0juv5w,US,US (text signal),o 40 as the girl strokes the glass in front of the lion's face the makes faces as if he could really feel it,Conservation Concern,0.7319456934928894,Wildlife Trade / Trafficking,Big Cats
YouTube,big cat pet,Big Cats,nrp-UQJ52S8,Big cat core #funny,,UgwulKOoCQ86_kYV3ad4AaABAg,Who has a freaking baby tiger in their car,2025-10-06T14:00:13Z,https://www.youtube.com/watch?v=nrp-UQJ52S8,US,US (text signal),who has a freaking baby tiger in their car,Conservation Concern,0.6935248374938965,Wildlife Trade / Trafficking,Big Cats
YouTube,big cat pet,Big Cats,nrp-UQJ52S8,Big cat core #funny,,Ugzy1gb8FdD961rzqbB4AaABAg,Is that a lion or tiger,2026-02-22T18:17:16Z,https://www.youtube.com/watch?v=nrp-UQJ52S8,US,US (text signal),is that a lion or tiger,Conservation Concern,0.9407353401184082,Wildlife Trade / Trafficking,Big Cats
YouTube,big cat pet,Big Cats,nrp-UQJ52S8,Big cat core #funny,,UgxGvbwwrQpynY5fnkd4AaABAg,"Aisa people when they see tigers: 🔫
Usa people when they seee tigers: ❤️",2025-07-17T23:57:51Z,https://www.youtube.com/watch?v=nrp-UQJ52S8,US,US (text signal),aisa people when they see tigers usa people when they seee tigers,Conservation Concern,0.9209320545196533,Wildlife Trade / Trafficking,Big Cats
YouTube,big cat pet,Big Cats,svUbddyD4hY,Big cat core #funny,,UgyHnMkV3OFvcQeAFNx4AaABAg,That tiger said good morning after his stretch don't tell me otherwise 😂,2025-10-01T05:28:42Z,https://www.youtube.com/watch?v=svUbddyD4hY,US,US (text signal),that tiger said good morning after his stretch don't tell me otherwise,Conservation Concern,0.9559813737869263,Wild Population / Habitat Concern,Big Cats
