platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,safety_flag,final_category
YouTube,big cat pet,Big Cats,Ddp1EOOTMUc,The Biggest Cat That Still Purrs 🐆🔊.,The Biggest Cat That Still Purrs #shorts #shortsfeed #viralshorts.,Ugz8Sh5kjLeohyd2AZx4AaABAg,"Just so everyone is aware, yes cougars/pumas/mountain lions can be owned in the in most US states with a permit (some don't require one). And yes by definition cougars are not considered big cats (like lion and tigers) because they are lacking the hyoid bone adaptation that allows them to roar (and some other bone structure that are different). But this does not make them ok to own. They are still wild animals that are incredibly strong and can weigh 75-160 lbs. they don't typically attack humans but there have been cases of them killing people. Cougars typically have a territory size of 50-150 sq miles which would be hard to provide in a suburban home. Let's not normalize keeping large predatory animals as pets",2025-09-11T01:32:59Z,https://www.youtube.com/watch?v=Ddp1EOOTMUc,US,US (text signal),just so everyone is aware yes cougars pumas mountain lions can be owned in the in most us states with a permit some don't require one and yes by definition cougars are not considered big cats like lion and tigers because they are lacking the hyoid bone adaptation that allows them to roar and some other bone structure that are different but this does not make them ok to own they are still wild animals that are incredibly strong and can weigh 75 160 lbs they don't typically attack humans but there have been cases of them killing people cougars typically have a territory size of 50 150 sq miles which would be hard to provide in a suburban home let's not normalize keeping large predatory animals as pets,True,Big Cats
YouTube,big cat pet,Big Cats,AIRgVXinAlc,Panther demands a treat like an ordinary cat 😸❤️,Did you like the content? Support the channel: PayPal: https://www.paypal.me/lunathepanther Patreon: ...,UgwYb2Zo6p2hQJAano14AaABAg,It hurts me to hear this emotional grawl of this most loved black beauty. This beautiful baby all that know and experience is pure love and deep care of her dad and mummy.,2024-10-17T17:57:49Z,https://www.youtube.com/watch?v=AIRgVXinAlc,US,US (text signal),it hurts me to hear this emotional grawl of this most loved black beauty this beautiful baby all that know and experience is pure love and deep care of her dad and mummy,True,Big Cats
YouTube,big cat pet,Big Cats,AIRgVXinAlc,Panther demands a treat like an ordinary cat 😸❤️,Did you like the content? Support the channel: PayPal: https://www.paypal.me/lunathepanther Patreon: ...,UgylYqqZXSGMJ-eScT14AaABAg,Such cute facial expressions how can something designed to be a natural killer be so cute and loving at the same time? She loves Vova and Vika in her own way.,2024-10-14T17:55:01Z,https://www.youtube.com/watch?v=AIRgVXinAlc,US,US (text signal),such cute facial expressions how can something designed to be a natural killer be so cute and loving at the same time she loves vova and vika in her own way,True,Big Cats
YouTube,big cat pet,Big Cats,-2lrVyMgXPk,This Fluffy Giant Is Actually a Cat?! 🐱Meet the Maine Coon 🐾,"Think your cat is big? Think again! Meet the Maine Coon, the gentle giant of the cat world! With their massive size, tufted ears, ...",UgxGHPGLQPT5EVLiX_t4AaABAg,"I have a Maine Coon/Himalayan mix he's not as big ""only"" about 10 kg or 22 lb. Unfortunately he has an injury probably got hit by a car so now he's partly paralysed, we kept him as a shelter would euthanase him as pets with such injuries are not considered adoptable.",2025-07-20T15:26:27Z,https://www.youtube.com/watch?v=-2lrVyMgXPk,US,Maine,i have a maine coon himalayan mix he's not as big only about 10 kg or 22 lb unfortunately he has an injury probably got hit by a car so now he's partly paralysed we kept him as a shelter would euthanase him as pets with such injuries are not considered adoptable,True,Big Cats
YouTube,big cat pet,Big Cats,YR-6BF4ujfk,Chloe the Serval gets carried,,Ugzp6tG9fDMlk4JpOKp4AaABAg,My orange cat will kill me if I pick him up..,2026-02-06T18:38:48Z,https://www.youtube.com/watch?v=YR-6BF4ujfk,US,US (text signal),my orange cat will kill me if i pick him up,True,Big Cats
YouTube,big cat pet,Big Cats,euc5Z7rjqTI,Actions were performed by a professional 😸,,Ugw7qTmxcHDbGo7jNwN4AaABAg,PUMBA: Y ARE YOU PETTING ME IN MY MEAL TIME YOU WANNA BE ATTACKED LIKE A CAT!?,2025-02-19T21:33:07Z,https://www.youtube.com/watch?v=euc5Z7rjqTI,US,US (text signal),pumba y are you petting me in my meal time you wanna be attacked like a cat,True,Big Cats
YouTube,big cat pet,Big Cats,euc5Z7rjqTI,Actions were performed by a professional 😸,,UgyXGjcDvPppqwY8Zkh4AaABAg,Bro says I love you too in the most aggressive way 💀💀,2023-09-09T10:35:59Z,https://www.youtube.com/watch?v=euc5Z7rjqTI,US,US (text signal),bro says i love you too in the most aggressive way,True,Big Cats
YouTube,big cat pet,Big Cats,euc5Z7rjqTI,Actions were performed by a professional 😸,,UgxyTxqUKWQJK3QR3iF4AaABAg,"This specific cat hiss for basically every interaction. He hiss when he is angry, happy, or scared",2023-09-09T10:03:25Z,https://www.youtube.com/watch?v=euc5Z7rjqTI,US,US (text signal),this specific cat hiss for basically every interaction he hiss when he is angry happy or scared,True,Big Cats
YouTube,big cat pet,Big Cats,euc5Z7rjqTI,Actions were performed by a professional 😸,,UgwMN-z4CdxDSShuWyZ4AaABAg,That scared the living heck out of me.,2025-07-06T01:12:15Z,https://www.youtube.com/watch?v=euc5Z7rjqTI,US,US (text signal),that scared the living heck out of me,True,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,UgzWfB6KTX5WsI5umbh4AaABAg,"This video is giving impression than Mountain Lions arent extremely dangerous when they absolutely are. They can easily kill children, pets and can kill adults as well. Do NOT treat them like pets or friends. Stay far away from them and make loud noises and appear big if you see one stalking you. Back away slowly and dont run.",2025-08-23T22:06:40Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),this video is giving impression than mountain lions arent extremely dangerous when they absolutely are they can easily kill children pets and can kill adults as well do not treat them like pets or friends stay far away from them and make loud noises and appear big if you see one stalking you back away slowly and dont run,True,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,UgxnYdsct8EG_at-3Ex4AaABAg,In the Rocky Mountains of Canada about 1 in 5 years a human is attacked by one.,2025-10-04T15:51:32Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),in the rocky mountains of canada about 1 in 5 years a human is attacked by one,True,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,Ugw1PYAk9F4fp6gMCpV4AaABAg,"When my daughter was 11 she said she wanted a pet mountain lion.  I have to be honest I almost got her one after her reasoning was spot on.  She said, and I quote ""who won the right mind would hurt me if I'm walking around with a mountain lion?""  How can a father argue with that kind of logic.",2025-08-30T23:24:07Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),when my daughter was 11 she said she wanted a pet mountain lion i have to be honest i almost got her one after her reasoning was spot on she said and i quote who won the right mind would hurt me if i'm walking around with a mountain lion how can a father argue with that kind of logic,True,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,Ugxc1IWmgghYUPH15_R4AaABAg,"As much as I like cats, I will never forget the news stories about Mt. Lions killing joggers and hikers, eating them and then covering up the remains to come back later to snack on. Just get yourself an Abyssinian kitty for a pet instead. They look kinda similar.",2025-10-04T03:47:00Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),as much as i like cats i will never forget the news stories about mt lions killing joggers and hikers eating them and then covering up the remains to come back later to snack on just get yourself an abyssinian kitty for a pet instead they look kinda similar,True,Big Cats
YouTube,big cat pet,Big Cats,l5T0L3wSbRw,Cat Is Cat No Matter Whats The Size ❤️,shorts #cat #cats #cougar #mountainlion #puma #ghostcat #bigcat #bigcats #animal #animals #animalfacts #animalshorts ...,UgzfQmR9X8GNIClbl6R4AaABAg,I love these cats. But to be woke up in the middle of the night by one screaming outside the cabin was absolutely terrifying!!!,2025-11-05T22:29:38Z,https://www.youtube.com/watch?v=l5T0L3wSbRw,US,US (text signal),i love these cats but to be woke up in the middle of the night by one screaming outside the cabin was absolutely terrifying,True,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgxFV3dKOzsK75KDvB94AaABAg,Fun fact: in all of human history there has never been even a single report of a cheetah killing a human in the wild.,2025-07-22T14:12:04Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),fun fact in all of human history there has never been even a single report of a cheetah killing a human in the wild,True,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgxcrUc8h7eeuVjGPsZ4AaABAg,"leopard carrying 60-80pound up a tree is impressive, but the jaguars with there biteforce and hunting crocs ""caimans"" in there own habitat is plain badass :)",2025-07-16T07:08:56Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),leopard carrying 60 80pound up a tree is impressive but the jaguars with there biteforce and hunting crocs caimans in there own habitat is plain badass,True,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgyQ93OLJbCv2Cmuse54AaABAg,"always treat every animal with respect.  cheetahs may be calm around humans,  but they can still attack if provoked.  you dont want a huge gash on your arm or leg.",2025-07-09T23:24:31Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),always treat every animal with respect cheetahs may be calm around humans but they can still attack if provoked you dont want a huge gash on your arm or leg,True,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgzivhTOc1xN4AyjNAl4AaABAg,"YES,,THATS WHY I HATE TO SEE THEM HURT OR KILLED,,I LOVE THEM,,MOTHERS ARE WONDERFUL MOMS,, GOD BLESS THESE AMAZING AND BEAUTIFUL CATS,, 🙏",2025-07-14T16:58:16Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),yes thats why i hate to see them hurt or killed i love them mothers are wonderful moms god bless these amazing and beautiful cats,True,Big Cats
YouTube,big cat pet,Big Cats,xQYgceqmBog,Are Cheetahs Really Just Oversized House Cats… or Is That a Lie?,Are cheetahs just oversized house cats? You'll be shocked by how similar they really are. From their chirping sounds to their shy ...,UgzvA8_q-L3cHA3cQgF4AaABAg,“They act more like overgrown house cats.” My house cat attacked me. He was playing but he still left a scar. 😅,2025-07-13T19:43:02Z,https://www.youtube.com/watch?v=xQYgceqmBog,US,US (text signal),they act more like overgrown house cats my house cat attacked me he was playing but he still left a scar,True,Big Cats
YouTube,big cat pet,Big Cats,UaZ_jBYBYQA,Big Cat Mouthing Affection! AMAZING,Book a tour here: https://www.singlevisioninc.org.,Ugya8LKSwsijx6nZb2Z4AaABAg,My cat does this to me. Just puts his mouth on me like he’s biting but doesn’t actually bite. It’s like a kiss.,2022-07-22T16:00:02Z,https://www.youtube.com/watch?v=UaZ_jBYBYQA,US,US (text signal),my cat does this to me just puts his mouth on me like he s biting but doesn t actually bite it s like a kiss,True,Big Cats
YouTube,big cat pet,Big Cats,UaZ_jBYBYQA,Big Cat Mouthing Affection! AMAZING,Book a tour here: https://www.singlevisioninc.org.,Ugyw5vA6YvYbswvvR554AaABAg,"This is basically me and my Saint Bernard on a daily basis 😂 she loves to have my hand in her mouth but doesn’t actually bite down at all, just holds it.",2022-11-16T02:11:27Z,https://www.youtube.com/watch?v=UaZ_jBYBYQA,US,US (text signal),this is basically me and my saint bernard on a daily basis she loves to have my hand in her mouth but doesn t actually bite down at all just holds it,True,Big Cats
YouTube,big cat pet,Big Cats,UaZ_jBYBYQA,Big Cat Mouthing Affection! AMAZING,Book a tour here: https://www.singlevisioninc.org.,UgxXUFysjPiXYPk4wq54AaABAg,"I have a dog that does this, and have had dogs in the past that also did this. The cats I've had not so much, although I have been gently bitten, their mouths aren't really big enough like these cats lol.",2022-07-22T16:17:39Z,https://www.youtube.com/watch?v=UaZ_jBYBYQA,US,US (text signal),i have a dog that does this and have had dogs in the past that also did this the cats i've had not so much although i have been gently bitten their mouths aren't really big enough like these cats lol,True,Big Cats
YouTube,big cat pet,Big Cats,UaZ_jBYBYQA,Big Cat Mouthing Affection! AMAZING,Book a tour here: https://www.singlevisioninc.org.,UgzQKTAX3Or_-RmPOf54AaABAg,“Many animals do this as a sign of affection” must be why my gf bites me all the time 😂😂,2022-09-15T03:19:08Z,https://www.youtube.com/watch?v=UaZ_jBYBYQA,US,US (text signal),many animals do this as a sign of affection must be why my gf bites me all the time,True,Big Cats
YouTube,big cat pet,Big Cats,UaZ_jBYBYQA,Big Cat Mouthing Affection! AMAZING,Book a tour here: https://www.singlevisioninc.org.,Ugxc9MAYUwne7lKs1CR4AaABAg,"And the most beautiful thing is that you have a lot of love to give to those lenoes. It would be very scary for me.
I love your videos, greetings from Argentina.",2022-07-25T19:00:41Z,https://www.youtube.com/watch?v=UaZ_jBYBYQA,US,US (text signal),and the most beautiful thing is that you have a lot of love to give to those lenoes it would be very scary for me i love your videos greetings from argentina,True,Big Cats
YouTube,big cat pet,Big Cats,UaZ_jBYBYQA,Big Cat Mouthing Affection! AMAZING,Book a tour here: https://www.singlevisioninc.org.,UgzV314zD9tSorlGCzJ4AaABAg,Oh my gosh she is one brave person that scared the heck out of me 😮,2022-10-24T23:38:53Z,https://www.youtube.com/watch?v=UaZ_jBYBYQA,US,US (text signal),oh my gosh she is one brave person that scared the heck out of me,True,Big Cats
YouTube,big cat pet,Big Cats,UaZ_jBYBYQA,Big Cat Mouthing Affection! AMAZING,Book a tour here: https://www.singlevisioninc.org.,Ugxpag0azJQZ1Nw0GBd4AaABAg,“Bites hand off” :he is showing me love🥰🥰,2022-08-21T13:59:17Z,https://www.youtube.com/watch?v=UaZ_jBYBYQA,US,US (text signal),bites hand off he is showing me love,True,Big Cats
