platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,sentiment_label
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugxmis4kQIhmuAmQ_Rt4AaABAg,"We have those in Oklahoma/texas aswell but they’re pretty rare to come across,we just call them mud turtles",2023-02-28T21:43:37Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Oklahoma,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugz7id-BZzhTSiu7_Tt4AaABAg,Can you do a video of Gopher tortoises?  Starting to see these guys pop up here in Florida due to construction in my area(east orlando).,2023-03-02T21:56:02Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Florida,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwBP23DF6TmCrV3Z3N4AaABAg,Rohde island. I'm Australian but I got to live in RI as a teenager for a year and it made a huge impression on me .,2023-03-02T03:50:21Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,US (text signal),Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgymrFYAugDTjDIWpMx4AaABAg,I love learning new things about turtles. I’m from New Mexico.,2023-03-07T03:51:36Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,New Mexico,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyafPS2sCK8pMK1EQl4AaABAg,Minnesota!!,2023-02-28T19:23:59Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Minnesota,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwwLl2QfKegkM6LQRV4AaABAg,Please do WASHINGTON St??!🤞🏻,2023-03-02T15:07:46Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Washington,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugw6exCKc56bwXhVIzZ4AaABAg,"When I was little I loved turtles I had so many growing up but the red slider or painted turtle was my fav water turtle and the box turtles was my fav land turtle, I've had hatchlings of both but the box turtle is really hard to find that small I've only found a few like 2 or 3 but I've found dozens of painted babies",2023-03-01T05:29:05Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,US (text signal),Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzEOrQcJtx6qzRj1kt4AaABAg,"much love from pa, ussss nexttt plsss",2023-02-28T19:08:29Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,US (text signal),Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugz2RnxQkSy-JHlVBVF4AaABAg,"Do.Ga ,,  i love turtles. i use to have a bunch of eastern painted shells",2023-03-02T02:22:39Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,US (text signal),Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyfR7_WSshryf3i8K14AaABAg,South Carolina!!,2023-02-28T19:04:06Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,South Carolina,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzUDaViezzdfWkupRd4AaABAg,I’ve seen these in Delaware as well.,2023-03-03T15:21:01Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Delaware,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugy-nOwqSX-Y1qSWsXd4AaABAg,"I’d love ya to do Kansas, unless you’ve already done one",2023-02-28T20:04:47Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Kansas,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgypR19BcXprZGb4ip14AaABAg,I live in Texas our box turtles can range from yellow striped to yellow or light purple striped on their shells,2023-03-03T16:22:18Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Texas,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzMVOZDl18GbepJctd4AaABAg,Please do Missouri next!,2023-03-07T03:57:27Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Missouri,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugyhh5cmLeCcArmUlgN4AaABAg,Can you do north carolina? I'm curious on if we have anything interesting,2023-02-28T21:29:09Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,North Carolina,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwK6nob88Fohq2ItQ94AaABAg,Could you do Nebraska next?,2023-03-01T12:37:38Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Nebraska,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgxxSrixO50DTeX_tj94AaABAg,Indiana plzzzz.,2023-03-04T15:16:26Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Indiana,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyDGr7wl6QGE0MSPjp4AaABAg,Can you do New Mexico ? We don't get much love,2023-03-05T03:12:16Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,New Mexico,Negative
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwOgIhDsh6JTrr5ny94AaABAg,Florida (where I live!!),2023-03-01T17:38:44Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Florida,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgxEWzDqU4XObcAK4Fh4AaABAg,Try New Jersey neighbor to the north and do New York next.,2023-03-01T04:27:25Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,New Jersey,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugyh_6sxQRwyLb7WkIp4AaABAg,Michigan blandings turtle,2023-03-05T16:11:38Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Michigan,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgxStXcKl9qJUYY_HoZ4AaABAg,Oklahoma pleaseb,2023-02-28T19:39:40Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Oklahoma,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzRl5yxF2LpXZUxGRV4AaABAg,Do Washington State next please!!,2023-03-01T19:49:18Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Washington,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugz2GcR9s37ID57hJiZ4AaABAg,Do Pennsylvania next!,2023-03-06T22:05:25Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Pennsylvania,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwITD5yLhJg5UYC8fh4AaABAg,Can you do Kansas please,2023-03-01T18:08:24Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Kansas,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwSylefZIwxhcqjwGB4AaABAg,Nj has the pines barren tree frog,2024-03-19T23:28:03Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,US (text signal),Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwxQVVKw386RN1fuHV4AaABAg,colorado 😮,2023-02-28T22:56:31Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Colorado,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugy6vRZu1eZ2bX-KyYx4AaABAg,So Minnesota or Tennessee next?🥺,2023-03-01T16:51:29Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Minnesota,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugy9hhQnuB5CGPufxU14AaABAg,Do Rhode Island next,2023-03-03T17:07:07Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Rhode Island,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzTbTfqwc6SotZ55xF4AaABAg,Does California have an indemic specis?,2023-04-01T20:57:27Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,California,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugxf6p3RgkLiOkfLJ294AaABAg,Let’s hear about North Carolina next. Or maybe the alligator snapping turtle if they are still in NC.,2023-03-01T06:29:11Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,North Carolina,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzpQ3ILQt1ItzbDYbh4AaABAg,South Carolina,2023-03-02T15:05:53Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,South Carolina,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugw6z304lwjnp30LR2B4AaABAg,Kentucky next!,2023-04-03T03:16:39Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Kentucky,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyqWv-zGHXBpJTH2QJ4AaABAg,Can you do Minnesota?,2023-02-28T19:32:03Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Minnesota,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwzTabFilHmcs3eI1F4AaABAg,We have those ALL OVER Louisiana.  We call them stink-pots LOL,2023-03-02T19:33:52Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Louisiana,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgxGfUYAnmeh46V-RxF4AaABAg,Has he done NY? If not thatll be interesting to see,2023-03-01T03:14:17Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,US (text signal),Negative
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgxiVlg3kBKCQsJGOtJ4AaABAg,"West Virginia please, we have lots of wildlife!",2023-03-05T05:19:19Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,West Virginia,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwKTAvrrIwf-npDDtp4AaABAg,Do Vermont!!!,2023-03-09T12:15:02Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Vermont,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyaMYssyUYeQ2kyWGV4AaABAg,Do Pennsylvania please,2023-04-01T21:23:02Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Pennsylvania,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugyhlrv8V01XC2uAn6l4AaABAg,Omg dose this mean u saw my comment I asked for q nj one dude I love ur page and shorts I watch ur stuff all the time,2023-03-01T02:17:29Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,US (text signal),Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyLgRvzjenwZk1zgXt4AaABAg,Do new Mexico please 🙏,2023-03-03T04:38:05Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,New Mexico,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyKo2z-B5VNhOzADpF4AaABAg,Maybe Massachusetts? I can't think of any endemic species,2023-02-28T20:36:44Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Massachusetts,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzXFlN9m2A_UelvlZl4AaABAg,Do Alaska!!,2023-03-10T06:10:22Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Alaska,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyUtpH05oNYUaw0xWd4AaABAg,"California, well north California if at all possible",2023-03-04T23:32:35Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,California,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwFUYjFlbZTd3VPYuR4AaABAg,Louisville Kentucky,2023-03-02T17:22:39Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Kentucky,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,Ugyia2AHjn9Vz1vtUdR4AaABAg,No one talks about the Virginia rail . A ground bird and cannot fly.,2023-03-02T07:37:30Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Virginia,Negative
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyoFrm9pxB49Oj2Ut14AaABAg,How about Tennessee?,2023-02-28T19:37:24Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Tennessee,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzRY7HcirwRUgIyySF4AaABAg,let's see what Oregon has!!,2023-03-01T06:11:03Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Oregon,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgxEsJt29_Genwkh6N94AaABAg,Bog Turtles are protected in NY State.,2023-04-17T07:39:56Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,US (text signal),Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyOs4iaukg8aGomxL14AaABAg,DO WEST VIRGINIA PLZ,2023-03-03T04:38:13Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,West Virginia,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzuXOnJ4sDpdt08FjV4AaABAg,Massachusetts,2023-03-01T06:39:54Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Massachusetts,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgygNkAO4cHCXmfi6vx4AaABAg,Can you do Arkansas,2023-03-04T03:27:04Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Arkansas,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzA52W4IF7y-dDZqel4AaABAg,Pennsylvania please,2023-03-03T10:02:23Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Pennsylvania,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwlwQwjKjdYjbhyX2t4AaABAg,No shit huh. I used to catch these guys as a kid up in way northern jersey.  Thought they were different colored painter turtles,2023-03-11T06:46:16Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,US (text signal),Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwfVCNBJMuNzTaiEkZ4AaABAg,Has he done Indiana yet,2023-03-06T22:41:11Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Indiana,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyGSRsiWeiTagSjp014AaABAg,It just means we need to start breeding them in captivity. If they keep losing land then in my opinion it's the only option.,2023-03-01T00:23:01Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,US (text signal),Negative
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyLazMfcwiKzc_TSb54AaABAg,Can you do ohio,2023-03-08T19:14:06Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Ohio,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgxXI9lbv4p9mrjl3_x4AaABAg,Maine please.,2023-02-28T19:28:02Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Maine,Positive
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgyW1AR4h4Hr6tvoGS54AaABAg,Pennsylvania,2023-03-01T17:47:12Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Pennsylvania,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgwBdPqE4GATOX0fBC14AaABAg,Do Virginia I'm from Portsmouth,2023-03-19T19:33:38Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Virginia,Neutral
YouTube,bog turtle pet,Turtle/Tortoise,I9D4hJkeUPg,This turtle is only found in a few places,The bog turtle is an endangered species that primarily inhabits places like New Jersey #bogturtle #turtle #nature #educational ...,UgzKngMH_ykvNQ20x8l4AaABAg,Anything rare in Tennessee?,2023-03-22T18:15:28Z,https://www.youtube.com/watch?v=I9D4hJkeUPg,US,Tennessee,Neutral
