platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,legality_type,legality_score
YouTube,jaguar pet,Big Cat,aOlDVi15HYQ,FEEDING My JAGUAR a WHOLE FISH — He Went CRAZY!,FEEDING My JAGUAR a WHOLE FISH — He Went CRAZY! Today we found a baby raccoon trapped inside an attic ! We're going ...,UgxIXF9MAJaIJbETEFt4AaABAg,How to get permission for exotic animals like this please tell me,2025-07-20T03:45:25Z,https://www.youtube.com/watch?v=aOlDVi15HYQ,US,US (text signal),how to get permission for exotic animals like this please tell me,Legality Awareness,0.649304211139679
YouTube,jaguar pet,Big Cat,qtFXCt-7haU,Animal Expert David Mizejewski: Baby Jaguars &amp; Binturong | CONAN on TBS,Animal Expert David Mizejewski introduces the world to something called a binturong. Subscribe to watch more Team Coco ...,Ugyya7pgqjvchFarYkN4AaABAg,"Animal expert: :They're from Central America and Mexico but occasionally they'll make their way into Arizona...""
Conan: ""Where they're immediately deported.""
So true. XD",2019-09-08T01:53:38Z,https://www.youtube.com/watch?v=qtFXCt-7haU,US,Arizona,animal expert they're from central america and mexico but occasionally they'll make their way into arizona conan where they're immediately deported so true xd,Legal Risk / Restriction,0.632175624370575
YouTube,cheetah pet,Big Cat,wJFlsXo7WoM,Having A Cheetah as a Pet - JRE,,Ugx0_Dx3qkHQvhTihVp4AaABAg,You can actually have them as pets in Dubai,2025-12-03T19:51:03Z,https://www.youtube.com/watch?v=wJFlsXo7WoM,US,US (text signal),you can actually have them as pets in dubai,Legality Awareness,0.6935761570930481
YouTube,cheetah pet,Big Cat,TYMCsFQKUFA,This Cheetah Thinks It’s a Pet Cat. #animal #cute,,Ugxrih4fTcskGlTE5bp4AaABAg,It’s funny how these videos keep talking about keeping cheetahs as pets when it’s illegal in 99% of the world the most of the videos are trained professionals,2025-07-07T22:31:44Z,https://www.youtube.com/watch?v=TYMCsFQKUFA,US,US (text signal),it s funny how these videos keep talking about keeping cheetahs as pets when it s illegal in 99 of the world the most of the videos are trained professionals,Legal Risk / Restriction,0.5140132308006287
YouTube,cheetah pet,Big Cat,QH8Ek-mpAaA,When Your ‘Pet’ Cheetah Gets Spooked! 😱 Is This Really a House Pet? #wildlife #animals #shortsvideo,Uh-Oh! Not So Friendly? Meet the brave (or maybe not-so-brave!) man who thought he could pet his 'house cheetah'—until the ...,Ugy7wQoZJUsUdLsgbhd4AaABAg,"It was like, don't be silly.You have no right to touch me.😂😂😂",2024-12-28T03:28:50Z,https://www.youtube.com/watch?v=QH8Ek-mpAaA,US,US (text signal),it was like don't be silly you have no right to touch me,Legal Risk / Restriction,0.7173458337783813
YouTube,cheetah pet,Big Cat,xBhT0QN1W0k,Dog in a Cheetah cage,,Ugy6g53Z6S1TO_DlGNl4AaABAg,I'd also get depressed living in a stupid cage,2025-09-28T13:54:17Z,https://www.youtube.com/watch?v=xBhT0QN1W0k,US,US (text signal),i'd also get depressed living in a stupid cage,Legal Risk / Restriction,0.7173276543617249
YouTube,serval pet,Big Cat,Qsrl7qjrn_0,Serval Cats: Do They make good pets?  [2022],Serval Cat - Are they pets? Presented by https://www.F1savannahkittens.com and https://www.servalcatforsale.com Everything ...,UgyuczSN93rOwcEH8I14AaABAg,"I knew a dude that kept a Bobcat illegally. He lived out in the boondocks and he kept it in a fenced in and over back yard. It was the same thing. It wasn't easy to take care of. It was often
aggressive especially towards other people. Weighing in at about 45lbs, it was larger than a house cat and it ate more. He didn't have a lot of people know he was keeping it. It was a kitten when. he found it, someone had run over the cats mother, so he adobted it.
But it wasn't an easy animal to keep",2024-02-03T13:49:30Z,https://www.youtube.com/watch?v=Qsrl7qjrn_0,US,US (text signal),i knew a dude that kept a bobcat illegally he lived out in the boondocks and he kept it in a fenced in and over back yard it was the same thing it wasn't easy to take care of it was often aggressive especially towards other people weighing in at about 45lbs it was larger than a house cat and it ate more he didn't have a lot of people know he was keeping it it was a kitten when he found it someone had run over the cats mother so he adobted it but it wasn't an easy animal to keep,Legal Risk / Restriction,0.6407979726791382
YouTube,serval pet,Big Cat,Qsrl7qjrn_0,Serval Cats: Do They make good pets?  [2022],Serval Cat - Are they pets? Presented by https://www.F1savannahkittens.com and https://www.servalcatforsale.com Everything ...,UgwXSHq16ZwGPOcVbBt4AaABAg,Wait a minute.... The CAT gets sentenced to life in jail?! 💀 that ain’t fair dawg,2022-07-05T17:31:16Z,https://www.youtube.com/watch?v=Qsrl7qjrn_0,US,US (text signal),wait a minute the cat gets sentenced to life in jail that ain t fair dawg,Legal Risk / Restriction,0.6458014845848083
YouTube,serval pet,Big Cat,Qsrl7qjrn_0,Serval Cats: Do They make good pets?  [2022],Serval Cat - Are they pets? Presented by https://www.F1savannahkittens.com and https://www.servalcatforsale.com Everything ...,UgyzuNek6XvZzaWlx3l4AaABAg,An animal sentenced to life in jail just for existing? Like what the fuck is that logic,2022-03-02T22:29:26Z,https://www.youtube.com/watch?v=Qsrl7qjrn_0,US,US (text signal),an animal sentenced to life in jail just for existing like what the fuck is that logic,Legal Risk / Restriction,0.6624939441680908
YouTube,serval pet,Big Cat,Qsrl7qjrn_0,Serval Cats: Do They make good pets?  [2022],Serval Cat - Are they pets? Presented by https://www.F1savannahkittens.com and https://www.servalcatforsale.com Everything ...,UgyPEKVP0rjcweok9Fd4AaABAg,"In Quebec Canada it’s now legal to own a serval and a caracal, they has to be registered and have a microchip , also the owned must a certified by a veterinarian a proper outside enclosure.",2023-03-28T05:57:27Z,https://www.youtube.com/watch?v=Qsrl7qjrn_0,US,US (text signal),in quebec canada it s now legal to own a serval and a caracal they has to be registered and have a microchip also the owned must a certified by a veterinarian a proper outside enclosure,Legality Awareness,0.9057965278625488
YouTube,serval pet,Big Cat,Qsrl7qjrn_0,Serval Cats: Do They make good pets?  [2022],Serval Cat - Are they pets? Presented by https://www.F1savannahkittens.com and https://www.servalcatforsale.com Everything ...,Ugzpz4PVTw0Aa5bq2zN4AaABAg,in the state i live there's no laws for small-medium cats as exotic pets,2022-05-15T02:37:29Z,https://www.youtube.com/watch?v=Qsrl7qjrn_0,US,US (text signal),in the state i live there's no laws for small medium cats as exotic pets,Legal Risk / Restriction,0.5860671401023865
YouTube,serval pet,Big Cat,Qsrl7qjrn_0,Serval Cats: Do They make good pets?  [2022],Serval Cat - Are they pets? Presented by https://www.F1savannahkittens.com and https://www.servalcatforsale.com Everything ...,Ugy-Pa9zBYJFaPmy_Ft4AaABAg,"As much as i adore servals, i would never adopt such a beautiful feline creature because i don't own acres of land to let it explore and don't have the money to take care of one. It's also illegal in New York State. I still think they're cute.",2025-02-15T23:09:51Z,https://www.youtube.com/watch?v=Qsrl7qjrn_0,US,New York,as much as i adore servals i would never adopt such a beautiful feline creature because i don't own acres of land to let it explore and don't have the money to take care of one it's also illegal in new york state i still think they're cute,Legal Risk / Restriction,0.45611196756362915
YouTube,serval pet,Big Cat,Qsrl7qjrn_0,Serval Cats: Do They make good pets?  [2022],Serval Cat - Are they pets? Presented by https://www.F1savannahkittens.com and https://www.servalcatforsale.com Everything ...,Ugy2QnM6aP1WHu-2ssB4AaABAg,Here in Canada the question doesn't even arise. It's simply illegal to own one. The savannah is border line.,2023-09-29T03:32:38Z,https://www.youtube.com/watch?v=Qsrl7qjrn_0,US,US (text signal),here in canada the question doesn't even arise it's simply illegal to own one the savannah is border line,Legal Risk / Restriction,0.6069884896278381
YouTube,serval pet,Big Cat,Qsrl7qjrn_0,Serval Cats: Do They make good pets?  [2022],Serval Cat - Are they pets? Presented by https://www.F1savannahkittens.com and https://www.servalcatforsale.com Everything ...,UgxDyuAvN_PeffjMgiV4AaABAg,Pls be aware in many countries it is illegal to have pets like this and the penalties can be very high,2025-04-23T14:48:56Z,https://www.youtube.com/watch?v=Qsrl7qjrn_0,US,US (text signal),pls be aware in many countries it is illegal to have pets like this and the penalties can be very high,Legal Risk / Restriction,0.719488799571991
YouTube,serval pet,Big Cat,Qsrl7qjrn_0,Serval Cats: Do They make good pets?  [2022],Serval Cat - Are they pets? Presented by https://www.F1savannahkittens.com and https://www.servalcatforsale.com Everything ...,UgxtJmTpnLbDjF57Gfp4AaABAg,"You didn't mention all of the states that serval cats are illegal in. I guess I'll have to do that job for you. Massachusetts, Rhode Island, Vermont, Connecticut, New Mexico, New Hampshire, New Jersey, New York, Oregon, Ohio, Delaware, Washington DC, Idaho, Maryland, Massachusetts, Minnesota, Colorado, Connecticut, Georgia, Utah, Virginia, Arizona, California, Alaska, and Hawaii.",2025-01-17T23:16:00Z,https://www.youtube.com/watch?v=Qsrl7qjrn_0,US,Massachusetts,you didn't mention all of the states that serval cats are illegal in i guess i'll have to do that job for you massachusetts rhode island vermont connecticut new mexico new hampshire new jersey new york oregon ohio delaware washington dc idaho maryland massachusetts minnesota colorado connecticut georgia utah virginia arizona california alaska and hawaii,Legal Risk / Restriction,0.49736812710762024
YouTube,serval pet,Big Cat,p2q0tnXM9uA,A serval cat that loves its owner#animals #funnyanimal #funny #cute #serval,,UgxZ1gpN7vv66HHAm654AaABAg,"Servals are  very hard to have in the US. They are illegal in many states and for the rest, you need a license to have them as pets and a separate license if you go in public places with it.",2025-09-27T13:50:53Z,https://www.youtube.com/watch?v=p2q0tnXM9uA,US,US (text signal),servals are very hard to have in the us they are illegal in many states and for the rest you need a license to have them as pets and a separate license if you go in public places with it,Legal Risk / Restriction,0.509337842464447
YouTube,serval pet,Big Cat,xpDXxOBOc3U,The Serval Cat Traits and Pet Considerations 😍,,UgwMuxwZPtfLjTfE4Y54AaABAg,"Oh, I forgot to mention, a pure Serval is illegal in most states. But you can get a Savannah kitty, that is part serval. They are beautiful, wonder Al kitties. Their price?? $15,000–$40,000, according to what class it is.",2024-12-27T15:29:12Z,https://www.youtube.com/watch?v=xpDXxOBOc3U,US,US (text signal),oh i forgot to mention a pure serval is illegal in most states but you can get a savannah kitty that is part serval they are beautiful wonder al kitties their price 15 000 40 000 according to what class it is,Legal Risk / Restriction,0.4984263777732849
YouTube,serval pet,Big Cat,A8ENFNr9ZMk,reasons why chloe the serval is hissing,,UgwcqTOFe9MnW38-9Ed4AaABAg,"How can I get a Serval, and are they legal in all states?",2023-04-28T05:25:00Z,https://www.youtube.com/watch?v=A8ENFNr9ZMk,US,US (text signal),how can i get a serval and are they legal in all states,Legality Awareness,0.8749330639839172
YouTube,serval pet,Big Cat,o02R0GK1btM,Serval core. 🐆🐆 #cat #servalcats,shorts #viralvideo #cute #adorable #animals #animalshorts Credits for the videos go out to all these tik tok creators: ghostdgainz ...,Ugw1HFUDTr7FPF9MnoV4AaABAg,"These cats are legal to own in some places. Does that mean you should? Say it with me now, NOOOOOO. they are wild animals. They are not domesticated. Most people buy them from poachers that capture them from the wild to sell. They are carnivores who really like catching birds. They still have teeth and claws and can seriously harm you. They need to be OUTSIDE. ""they'll die outside :("" probably. Kinda the point. It's the circle of life. If they can be released and make it out in the wilderness, then they should be released. They don't make good pets. And if they can't be released give them to a sanctuary. Not your home",2025-08-21T19:42:33Z,https://www.youtube.com/watch?v=o02R0GK1btM,US,US (text signal),these cats are legal to own in some places does that mean you should say it with me now noooooo they are wild animals they are not domesticated most people buy them from poachers that capture them from the wild to sell they are carnivores who really like catching birds they still have teeth and claws and can seriously harm you they need to be outside they'll die outside probably kinda the point it's the circle of life if they can be released and make it out in the wilderness then they should be released they don't make good pets and if they can't be released give them to a sanctuary not your home,Legality Awareness,0.613262951374054
YouTube,capuchin monkey pet,Primate,valKnOhF2vY,Capuchin Monkey Pets,"A pet monkey is a lot of fun, but a lot of work! SUBSCRIBE for more MonkeyBoo! ▷ http://bit.ly/subtomonkeyboo Don't forget to ...",UgxtVLGwniOtEbbi3Ax4AaABAg,"I would ABSOLUTELY LOVE to meet u and Boo. I live in Oklahoma and I have been a fan of Boo for so long that I have been wanting to meet u and Boo for as long as I can remember. if you would like, I can give u my address after I move into my new home. I don't mind at all. I'm pretty sure monkeys are not illegal to keep as pets here in Oklahoma but I still need to get a permit just in case they are illegal in the county where I am. If you know of any breeders in Oklahoma, please let me know. I have heard that there is 1 in Norman, Oklahoma, but I can't seem to find it. If you ever come to Oklahoma, would u please look for it for me? If I were to get a monkey, which would u suggest? between a marmoset, capuchin, and spider monkey, I have no idea, I was going to get a capuchin, but maybe that wouldn't be such a good idea. So, I am thinking either a spider monkey, or a marmoset. Anyway, please let me know which one would u prefer?",2018-06-29T04:52:16Z,https://www.youtube.com/watch?v=valKnOhF2vY,US,Oklahoma,i would absolutely love to meet u and boo i live in oklahoma and i have been a fan of boo for so long that i have been wanting to meet u and boo for as long as i can remember if you would like i can give u my address after i move into my new home i don't mind at all i'm pretty sure monkeys are not illegal to keep as pets here in oklahoma but i still need to get a permit just in case they are illegal in the county where i am if you know of any breeders in oklahoma please let me know i have heard that there is 1 in norman oklahoma but i can't seem to find it if you ever come to oklahoma would u please look for it for me if i were to get a monkey which would u suggest between a marmoset capuchin and spider monkey i have no idea i was going to get a capuchin but maybe that wouldn't be such a good idea so i am thinking either a spider monkey or a marmoset anyway please let me know which one would u prefer,Legal Risk / Restriction,0.7190159559249878
YouTube,capuchin monkey pet,Primate,o7l4A4_8Ya4,Top 3 Monkey Breeds to Have as Pets! 🙈,animals #animalfacts #shorts.,UgyuoDytcqbwU0Pyssp4AaABAg,"Too bad, it’s illegal to have one as a pet unless you have a specific license or permit.",2025-09-11T00:38:08Z,https://www.youtube.com/watch?v=o7l4A4_8Ya4,US,US (text signal),too bad it s illegal to have one as a pet unless you have a specific license or permit,Legal Risk / Restriction,0.7290753126144409
YouTube,capuchin monkey pet,Primate,AgKxMJOm1GU,Capuchin monkey 🙊💕💕 #animalove #animallife #cute #monkey,,Ugw8q5Z9xVNgWYci5ll4AaABAg,Bad states in the U.S. like CT won’t allow people to have capuchins.,2025-08-13T06:02:23Z,https://www.youtube.com/watch?v=AgKxMJOm1GU,US,US (text signal),bad states in the u s like ct won t allow people to have capuchins,Legal Risk / Restriction,0.6232256889343262
YouTube,capuchin monkey pet,Primate,MY4y-vsnJg0,The Greatest Pet Monkey Ever 🙉,Subscribe For Awesome Shorts ! #shorts #animals #youtube.,Ugyj3PTquVn77-EXGth4AaABAg,"These amazing animals should not be kept as pets. I know ppl will say that they won’t survive in the wild etc but there’s sanctuaries and zoo’s who deal with conservation of these monkeys. 

Trading wild creatures needs to be illegal.",2025-04-28T03:24:38Z,https://www.youtube.com/watch?v=MY4y-vsnJg0,US,US (text signal),these amazing animals should not be kept as pets i know ppl will say that they won t survive in the wild etc but there s sanctuaries and zoo s who deal with conservation of these monkeys trading wild creatures needs to be illegal,Legal Risk / Restriction,0.6014494299888611
YouTube,capuchin monkey pet,Primate,z7JtdjPWcgE,Top 3 BEST Monkey Breeds to own as pets #spidermonkey  #fingermonkey #capuchinmonkey #petmonkey,"Get ready to embark on a journey into the world of adorable monkey breeds! In this video, we unveil the top 3 best monkey breeds ...",UgxozpL21cHhPtrnbdF4AaABAg,"No attorney,  but aren't monkeys illegal to own in America?  Unless you pony up tons of money for a permit",2025-01-25T22:34:01Z,https://www.youtube.com/watch?v=z7JtdjPWcgE,US,US (text signal),no attorney but aren't monkeys illegal to own in america unless you pony up tons of money for a permit,Legal Risk / Restriction,0.5770053267478943
YouTube,capuchin monkey pet,Primate,z7JtdjPWcgE,Top 3 BEST Monkey Breeds to own as pets #spidermonkey  #fingermonkey #capuchinmonkey #petmonkey,"Get ready to embark on a journey into the world of adorable monkey breeds! In this video, we unveil the top 3 best monkey breeds ...",UgxTj9l5QiZU__o3rvh4AaABAg,I would love to have a monkey.  I've wanted one my hole life but I learned that it is against the law in the UNITED STATES. ❤❤❤❤❤😊😊,2025-02-22T07:20:47Z,https://www.youtube.com/watch?v=z7JtdjPWcgE,US,US (text signal),i would love to have a monkey i've wanted one my hole life but i learned that it is against the law in the united states,Legal Risk / Restriction,0.5315942764282227
YouTube,capuchin monkey pet,Primate,z7JtdjPWcgE,Top 3 BEST Monkey Breeds to own as pets #spidermonkey  #fingermonkey #capuchinmonkey #petmonkey,"Get ready to embark on a journey into the world of adorable monkey breeds! In this video, we unveil the top 3 best monkey breeds ...",UgzgvSg9rohYG_th6w94AaABAg,Animal poachers literally KILL the mother spider monkey then take its babies. They are then shipped over the boarder to be sold. It is a brutal and illegal process and no one in their right mind should be supporting these animal abusers!,2025-10-29T00:05:29Z,https://www.youtube.com/watch?v=z7JtdjPWcgE,US,US (text signal),animal poachers literally kill the mother spider monkey then take its babies they are then shipped over the boarder to be sold it is a brutal and illegal process and no one in their right mind should be supporting these animal abusers,Legal Risk / Restriction,0.4101325571537018
YouTube,capuchin monkey pet,Primate,bAgaKNl3wPY,I Treat My Monkey Like A Baby | CUTE AS FLUFF,SUBSCRIBE to Barcroft Animals: http://bit.ly/2ceCJY0 A WOMAN claims that her pet monkey has stopped her from getting a ...,UgwXOsi92DOla5I8L2R4AaABAg,So you'd put a baby in a cage...?,2019-10-22T01:54:18Z,https://www.youtube.com/watch?v=bAgaKNl3wPY,US,US (text signal),so you'd put a baby in a cage,Legal Risk / Restriction,0.7607024908065796
