platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,sentiment_label
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,Ugyf6B6-CNwS0NcDV9h4AaABAg,"I have a 13 year old male CAG. He has been “my” bird up until just recently.  He’s now taken a shine to my daughter.  😊 which is fine with me. Because even though I was his person, he’d bite me all the time. And, I’m not talking love bites. He bit for blood. I have so many scars!  

These birds are so smart! They really shouldn’t be pets.  They belong out in the wild to be free to fly and be birds.  I also have a Senegal parrot.  He’s a very clingy bird that just wants to be with me all the time. He’s smart as well.  But, I think all parrots are a little psycho, they aren’t completely domesticated.  They are still wild and deserve to be free. Again, they deserve to be free to fly.  I think that’s why people give up parrots. They don’t realize the work that parrots are and they don’t want to deal with them.  Or, sadder still, they keep them in dark rooms, feed them and forget them.  

No, mine will never be let free.  I’ll make sure they are taken care of, even after I’m gone.  If you feel you must get a parrot, please, please adopt a bird.  Please do not purchase one.  If people adopt, it would send a message to the bird breeders and the stores.",2025-07-05T16:02:10Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgxlmNQXd8O40fQisrl4AaABAg,"Excellent advice. We've had six Amazons (two napes, three blue fronts, one double yellow head), most of them for decades (we both did rescue work for many years, which is how they acquired us), and while they're quite different than greys, there are a lot of overlaps. With most parrots, it's much better to have at least two so they can keep each other company when you're gone. (Do not put them in a single cage, even temporarily--that can lead to disaster.) Also, they need a lot of time out of their cages--at least four hours a day. (We leave ours out every waking hour except when we're gone.) And they're incredibly destructive, with a seemingly special taste for rare books, LPs, CDs, furniture, kitchen cabinets, baseboards, doors, etc., etc. So, if you have parrots, unless you're the type of jerk who'll keep them locked up, be prepared for a lot of destruction: they're greater teachers regarding the unimportance of physical things. Finally, do not clip their wings. They're happier and more confident when they're flighted; you'll need to be vigilant about keeping doors closed (screen and security doors are a good idea), but they'll be happier for it.",2025-06-24T06:48:57Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgwnwCrwIQyfvAMX2ZJ4AaABAg,i have a grey in a six home flat and they dont hear her even though i can hear half way down my road most wouldent know a greys sounds been here for six years and asked what noise they can hear and they say i dont hear her so they dont hear her or are being polite when they should say if she disterbs them,2026-01-05T19:09:23Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgwUKV7sMB1IhsyzD9p4AaABAg,"The biggest problem with these birds is that they live very long lives!  What about commiting to ownership for 50-60 years?   Once you bond with your bird it is going to be awful parting with it for whatever reason, ...likely because it will outlive you.  If you can, refrain from buying!   Adopt an old bird.  Best get a small parrot, parrotlet.  They can also be fun and live ONLY a decade or two.",2025-06-22T12:03:57Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgypvLlRakoEprmlggd4AaABAg,I love parrots but I think its cruel to keep such a smart animal in a cage or locked up😢,2025-06-28T14:25:00Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Negative
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,Ugzp-HABwxudwQ-YRMh4AaABAg,"Can you live in an apartment with one?
Yes, but only if you hate your neighbours and want to make absolutely sure that that feeling is mutual. 😂",2025-06-24T14:25:23Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgxuIwBsX_Ef6c47fRd4AaABAg,"I got mine July 4th, 1975. He is amazing still. He turned 50 July 1st. Everything has been fine. He weighs 1 pound. Talker, dancer, many other good things. I am 77 so he will probably outlive me. Vet said BOOST is good for them. He loves chocolate flavored. That is chocolate flavored, not chocolate.",2026-01-07T03:29:26Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,Ugz_dkGqAAaegfGarYp4AaABAg,I have had two beautiful African Greys for 21 years. Being together has limited their vocabulary as they imitate each other but having the two together means they require less of me.,2025-10-02T21:44:53Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgyjXvqzcOT8ikph6G14AaABAg,"Would two different types if these vocal birds get along together,or would they be antagonistic to each other?",2026-01-02T19:40:41Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Negative
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,Ugzaj5ywYGZeEvXYmxN4AaABAg,my Grey is my main emotional support animal for my Autism and mental health. Is more boy than bird especially as I made the mistake of using YouTube to teach Dudley fart sounds. Refuses to bathe like a boy and does get bitey at times. He has bit more in past 3 months after Nani passed. She died late at night at home so he was able to say goodbye to her when she passed to have a sense of closure. she is cremated and in a pretty wooden box on my dresser. He misses her alot. He and I are helping each other thru it. any tips of dealing with a grieving bird would be appreciated,2025-11-08T23:10:54Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,Ugx-WwkmuKzR4rknzHp4AaABAg,I had one for a little while but it never talked so I traded it with someone who had a double yellow head Amazon (and that bird talked up a storm).  What I will say what I loved about the African Gray is they are not hard biters while the Amazon can deliver a vicious bite.  The other thing is the Gray is a very dusty bird that has this very fine dander they use to keep clean with fewer baths.  While not needing so many baths is good it also means it tends to be quite dusty around the birds cage or perch.  Sadly the Amazon while very friendly with me and other men for some reason it did not like women at all and would actively attack them (including my wife) and when we had kids I was just not willing to risk the bird injuring an infant so it had to go.  I truly miss having the parrot now but always think fondly of the time I had with them in my life.,2026-01-03T02:02:49Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgxpWjhBTvUkthgpnz14AaABAg,"I'd add Don't feed these or any birds m&m's although my Ringneck never got sick from them and in fact LOVED them. i just read that because the quality of the chocolate is so low(bad news for us), the effect on birds is minimal if they don't get too many.(good news for them!)",2025-06-27T18:41:09Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,Ugw2ydwLcK3CrMD5EwZ4AaABAg,"If your neighbors won't be happy, then NO you can't keep a parrot in an apartment.",2026-01-08T21:30:27Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Negative
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgzvvGpH9MaFUV_ECaR4AaABAg,"The other limitation may be that  said African Grey has Presidential aspirations, in which case he may start systematically squarking  unintelligible gibberish in order to garner the widest possible  electoral support. In that case ""Cement-a-beak"" feed is recommended. . . . .I'll get me coat.",2025-06-24T11:47:53Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,Ugwp8iJOFtb6qtf4Cep4AaABAg,It needs to be noted that greys have a lot of feather down / dust and many people have allergies to it.  It leaves a white film on everything in the house.,2025-07-05T04:54:50Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Neutral
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgxZoNc8UrqOCjuIQo94AaABAg,"If you watch ""The Wild Parrots of Telegraph Hill,"" at least one of the birds in the flock is a plucker.  It might be feral, but it might be an actual wild-raised bird.  So I question if it is true that no wild parrots are pluckers.",2025-07-03T04:11:41Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgwC6h1FKrWU6_5YDxl4AaABAg,"My ex-fiancee had an African Gray Parrot.  Or still has.
         I really think her African Gray Parrot really liked me though he was a little backward towards me when in his presence.
         I will admit when i first started her I had a little struggle with.  I really didn't care a lot about  how he would whistle ""Here Comes the Bride"" and close by mentioning the name of another ex-boyfriend of her's!
           However he really seemed like he was trying to reach out to me.  He would say things while I was talking to my girlfriend on the phone like, ""General Grey likes corn"" and stuff like that.   He was winning me over.  But finally when he said ""General Grey likes to poop"" he officially won me over!  I loved that bird after that!  He really won me over!
          I remember the first time i met him.  I asked him, ""General Gray do you still like to poop?""  He answered without saying a word!  He pooped!
          I remember that fateful night of Sept.23, 2024.  I talked to my now ex-fiancee on the phone.  General Grey was wide open in high gear!   He sounded like a three ring circus!   And yes he said. ""General Grey likes to poop"" several times!   Plus other things too!
          I really believe with all of my heart that General Grey knew what was going to happen.  That is why he was in high gear that night.
           For after i was done talking to my then fiancee and hung up I tried to sleep.  In fact I did sleep some just not as deep as usual!
         I woke up sometime after 1:00 am to a text message from her breaking up with me.  And it was horrible for she compared me with a former boyfriend even to the point telling me how she loved him more than me!
             I chose to accept it and not try to get her back.  If she wanted him then let her have him! 
           She tried to get me back but the wound was way too deep.  I wanted her to leave me completely alone.  I blocked her phone number and email addresses!  
         Anyway.  While I didn't miss her much at all i confess i grieved over General Grey I missed him so much!
           I am doing better now.  I had to block my ex-fiancee from my YouTube Channel.   I have accepted the loss of General Grey and while I still miss him it is more like the way I miss people I went to seminary with as opposed to a deep loss grief!
            That is my experience with an African Gray Parrot.   
          And in closing the number one thing I miss about General Grey is this.  Him saying, ""General Grey likes to poop!""",2025-07-31T12:16:44Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgxKT2bQ_QqSkp1Z_od4AaABAg,"A long time ago, I came back from war. My mom bought me the most amazing African Gray. Her name is Crunch. Her name is Crunch because she will snap off the buttons on your shirt. She is 37 years old, and she lived longer than my wife. She is foul-mouthed because of my friends. I think she's going to outlive me. Currently, she is my best friend.",2026-01-26T21:12:54Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgyGgpzatrlVqDW1aLZ4AaABAg,"Better get a dog, or cat. Intelligent birds are a lifetime commitment that few can handle if you want a life.",2026-01-02T19:34:56Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgytY6sav7qEVRvEaQx4AaABAg,Why not simply leaving these wonderful birds in their natural environment?,2026-01-03T19:23:00Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,Ugy0QJdAL8uXKZrFB5l4AaABAg,We've had our Grey for 35 years and I wouldn't suggest letting it hang out outdoors as shown in the video. These birds are prey animals and the threats to it are numerous. Fresh air is great but our screened in porch is as far outside as ours gets.,2026-01-02T18:43:25Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgwhD7Z8zNH4x7Ckc-54AaABAg,"I don’t want any of my pets to outlive me.  Adopt older ones 

a good idea, except you will have to be there for the end. Do this for them, not you.",2026-01-20T01:07:02Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgwaSHYwAYnCGCMNC8x4AaABAg,"If you want an African Grey always get them in a pair at young age. Highly intelligent that requires high maintenance. If you don't have a lot of time, please do not buy one.",2026-01-12T17:28:48Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgyoslLmQSJzyTP8GKt4AaABAg,"Personally I think any bird in a cage is sad and not natural.   I would like to see the sale of parrots prohibited everywhere.   At any rate NEVER buy a bird, only adopt and only if you have great patience and time.   In the case of long-lived birds and other animals plan ahead for what will happen to it when you die.",2025-06-23T15:31:34Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Negative
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgxX2FoXi9cBxvmUX-t4AaABAg,"Otherwise, known as they should be left in the wild",2026-01-04T02:21:40Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Neutral
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,UgwwV6wdU527qd4Yq2F4AaABAg,"It's not my fault if my neighbors want peace and quiet. Daytime hours between 7 am,  and 10 pm, Are noise hours.
Not my problem if you sleep days, Or are too lazy to drive to work!
The neighbors are not the highest form of life anymore than I am. We all live here. Notice that keyword, LIVE, Is not tiptoe on egg shells, And hope not to ruffle any neighbor feathers.",2025-07-01T22:10:30Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,d1Dl8albMQ4,Living with an African Grey: What It’s Really Like After 10 Years,Living with an African Grey: What It's Really Like After 10 Years We are going to answer 10 questions that you should think about ...,Ugy4obdbvx2WH2vjyzh4AaABAg,"Fruit, being full of sugar, is not healthy for either birds or humans, so I will not be taking that advice.",2025-06-25T22:02:45Z,https://www.youtube.com/watch?v=d1Dl8albMQ4,US,US (text signal),Negative
YouTube,african grey parrot pet,Bird,_AmBMMv88rI,Getting Creative with the Questions 🧐,Got some new props for Apollo. We're running out of ways to ask questions and combinations so it ends up leading to some ...,Ugzw3zGnHt9Uon_X8bh4AaABAg,*Backing away slowly from someone pouring water in a bell is the proper response.*,2024-06-23T13:03:14Z,https://www.youtube.com/watch?v=_AmBMMv88rI,US,US (text signal),Neutral
YouTube,african grey parrot pet,Bird,_AmBMMv88rI,Getting Creative with the Questions 🧐,Got some new props for Apollo. We're running out of ways to ask questions and combinations so it ends up leading to some ...,UgwVXm01_cAor0E-MkN4AaABAg,"""What am I doing?""
""I DON'T KNOW, MAN. WHY WOULD YOU PUT WATER IN A BELL-""",2023-08-08T05:17:48Z,https://www.youtube.com/watch?v=_AmBMMv88rI,US,US (text signal),Neutral
YouTube,african grey parrot pet,Bird,_AmBMMv88rI,Getting Creative with the Questions 🧐,Got some new props for Apollo. We're running out of ways to ask questions and combinations so it ends up leading to some ...,UgzFH9NTy84wjcQR-nF4AaABAg,I think it is incredible that Apollo can say a bell or pouring water without lips.  How he does that is impossible to imagine.  His articulation is perfect.  Wonderful bird.,2022-10-21T02:40:54Z,https://www.youtube.com/watch?v=_AmBMMv88rI,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,_AmBMMv88rI,Getting Creative with the Questions 🧐,Got some new props for Apollo. We're running out of ways to ask questions and combinations so it ends up leading to some ...,Ugxt1FXZlcNIharn6eF4AaABAg,"That's an awfully deep red. He deserved more than one pistachio for that innovation in cognition with the ""pour water.""",2022-10-27T13:55:02Z,https://www.youtube.com/watch?v=_AmBMMv88rI,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,_AmBMMv88rI,Getting Creative with the Questions 🧐,Got some new props for Apollo. We're running out of ways to ask questions and combinations so it ends up leading to some ...,UgyBVnVY2ElpIVUQOLB4AaABAg,"Honestly I love this. It actually challenges the bird to think rather than just telling it a command and it giving a set response, that or mimicking.",2022-10-30T01:58:49Z,https://www.youtube.com/watch?v=_AmBMMv88rI,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,_AmBMMv88rI,Getting Creative with the Questions 🧐,Got some new props for Apollo. We're running out of ways to ask questions and combinations so it ends up leading to some ...,UgxIZXunVUBY20b7Ru94AaABAg,12 months later and he talks like us in 90 different languages,2023-06-05T02:26:43Z,https://www.youtube.com/watch?v=_AmBMMv88rI,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,_AmBMMv88rI,Getting Creative with the Questions 🧐,Got some new props for Apollo. We're running out of ways to ask questions and combinations so it ends up leading to some ...,UgwK03E7WO0dnKlTxCd4AaABAg,My favorite parrot in the world. I crack up everytime he says „metal“.,2022-08-09T17:49:48Z,https://www.youtube.com/watch?v=_AmBMMv88rI,US,US (text signal),Positive
YouTube,african grey parrot pet,Bird,_AmBMMv88rI,Getting Creative with the Questions 🧐,Got some new props for Apollo. We're running out of ways to ask questions and combinations so it ends up leading to some ...,UgwIB2fmCLNxDJyY_fF4AaABAg,"it's bittersweet to watch this
my pigeon passed away just yesterday and really liked watching YouTube with me.
this is one of the many channels we watched together.
he enjoyed your content.

edit: thank you all for the kind comments. I truly appreciate it and am still processing everything with his death.",2022-08-10T02:21:58Z,https://www.youtube.com/watch?v=_AmBMMv88rI,US,US (text signal),Positive
