platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,purchase_flag,purchase_category
YouTube,cockatoo pet,Parrots & Birds,U2472AA0kN4,Cockatoo Runs To Dad When He Comes Home From Work Every Day | The Dodo,He climbs into the recliner with Dad and nibbles on his ear! We talked to Buster's parents about how Dad didn't even want another ...,UgwjCrT0yn4L-EG7xrN4AaABAg,I am falling in love with Cockatoo's.,2025-04-21T20:08:03Z,https://www.youtube.com/watch?v=U2472AA0kN4,US,US (text signal),i am falling in love with cockatoo's,Purchase Related,Parrots & Birds
YouTube,cockatoo pet,Parrots & Birds,oxs8zmz-pYc,"Woman Didn’t Wan&#39;t This Cockatoo, Now He Lives On Her Shoulder | Cuddle Buddies","Lady didn't want this cockatoo, now he lives on her shoulder. Pudge is a Moluccan cockatoo who does anything for his mom's ...",UgzKnUVINazQKdGvU5B4AaABAg,I’ve been reading up on umbrella cockatoo’s for a year and hubby’s getting me my own baby for Christmas 🥰 dear love my hubby 😂😂,2025-07-16T15:59:48Z,https://www.youtube.com/watch?v=oxs8zmz-pYc,US,US (text signal),i ve been reading up on umbrella cockatoo s for a year and hubby s getting me my own baby for christmas dear love my hubby,Purchase Related,Parrots & Birds
YouTube,cockatoo pet,Parrots & Birds,hxA9WuSMnzg,Rescue Cockatoo Warns Wife To Stay Away From Husband With Evil Death Stare 😂🫵🏼 #cockatoos #foryou,,Ugzea-1IAYsH_CFT1fl4AaABAg,Love you guys!!!  I’m getting me one of those birds!!!,2025-08-27T10:23:04Z,https://www.youtube.com/watch?v=hxA9WuSMnzg,US,US (text signal),love you guys i m getting me one of those birds,Purchase Related,Parrots & Birds
YouTube,cockatoo pet,Parrots & Birds,7Jvg8r1DFKM,"Triton Cockatoo, The Best Pet Parrot?",The Triton Cockatoo is one of the largest Sulphur Crested Cockatoos and are extremely popular for people wanting a very large ...,UgwqTky7aAuWGrDHTx54AaABAg,I’m looking for a baby cockatoo. Do you breed or can you introduce me to someone who does ?,2022-06-29T16:26:59Z,https://www.youtube.com/watch?v=7Jvg8r1DFKM,US,US (text signal),i m looking for a baby cockatoo do you breed or can you introduce me to someone who does,Purchase Related,Parrots & Birds
YouTube,cockatoo pet,Parrots & Birds,7Jvg8r1DFKM,"Triton Cockatoo, The Best Pet Parrot?",The Triton Cockatoo is one of the largest Sulphur Crested Cockatoos and are extremely popular for people wanting a very large ...,UgwL5PITV-21cDgEvHp4AaABAg,That’s the triton from Omar’s in lake forest right??? Lol I almost bought him cause he’s so precious 🥰,2021-09-08T05:05:29Z,https://www.youtube.com/watch?v=7Jvg8r1DFKM,US,US (text signal),that s the triton from omar s in lake forest right lol i almost bought him cause he s so precious,Purchase Related,Parrots & Birds
YouTube,cockatoo pet,Parrots & Birds,HZioNImA5_E,Raising Pet Cockatoos: Do’s and Dont’s,Visit our FREE Parrot Training Program! https://www.beakschool.com/free-training Cockatoos are amazing creatures that can ...,UgxaaasSOGWu0TBaRUJ4AaABAg,Can you buy me a cockatoo,2025-09-07T20:57:03Z,https://www.youtube.com/watch?v=HZioNImA5_E,US,US (text signal),can you buy me a cockatoo,Purchase Related,Parrots & Birds
YouTube,cockatoo pet,Parrots & Birds,0pWwu0OVHuo,15 Tips For Cockatoo Owners!,"Rocket the lesser sulphur crested cockatoo attends one of our masterclasses and we share 15 tips for cockatoo owners, but they ...",Ugw1E14tjXr7CNys86B4AaABAg,"Echt zo leuk ik heb,vandaag een ducorps kaketoe gekocht,zij is in augustus geboren,maar zij maakt een gek knorrend geluid en ik kan er niks over vinden op internet,weten jullie wat dit betekend??",2022-10-30T23:16:06Z,https://www.youtube.com/watch?v=0pWwu0OVHuo,US,US (text signal),echt zo leuk ik heb vandaag een ducorps kaketoe gekocht zij is in augustus geboren maar zij maakt een gek knorrend geluid en ik kan er niks over vinden op internet weten jullie wat dit betekend,Purchase Related,Parrots & Birds
YouTube,sulfur crested cockatoo pet,Parrots & Birds,IHz5A6DaEB0,What is this thing supposed to be? #cockatiel #cockatoo #cute #birds #parrot,,UgwiC8hrFrtiQDZNWbB4AaABAg,Pls give me one in nepal behari plus big fan,2025-10-16T03:32:18Z,https://www.youtube.com/watch?v=IHz5A6DaEB0,US,US (text signal),pls give me one in nepal behari plus big fan,Purchase Related,Parrots & Birds
YouTube,umbrella cockatoo pet,Parrots & Birds,cg8LlWyCQEc,Umbrella Cockatoos Make TERRIBLE Pets,"Even though I love my CASPER, life with him has not been easy. Casper is one of the milder tempered and less stressful ...",UgwdvvkDlvkIwD7ZZHZ4AaABAg,Thank you for sharing this! So many people buy cockatoos on the whim and either end up neglecting them or giving them away. Doing your research and knowing what you're getting into is absolutely necessary!,2026-01-15T07:56:15Z,https://www.youtube.com/watch?v=cg8LlWyCQEc,US,US (text signal),thank you for sharing this so many people buy cockatoos on the whim and either end up neglecting them or giving them away doing your research and knowing what you're getting into is absolutely necessary,Purchase Related,Parrots & Birds
YouTube,moluccan cockatoo pet,Parrots & Birds,zvhxeZohjs4,Identifying a Healthy Moluccan Cockatoo | Feathers Conditions | #ShaikhTanveer #MoluccanCockatoo,"In this video, we will walk you through the essential tips and tricks to easily identify a healthy Moluccan Cockatoo based on its ...",UgwteonS0Wjo0ujJYN94AaABAg,I need to. Buy this bird kakatu.. Kindly. Let me know d process,2023-09-18T16:40:33Z,https://www.youtube.com/watch?v=zvhxeZohjs4,US,US (text signal),i need to buy this bird kakatu kindly let me know d process,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,Yh7VSj0BDto,"Scarlet Macaw, The Best Pet Parrot?","Scarlet Macaws are pretty much the mascot for parrots, if parrots were a sports team. They are incredibly iconic, tropical looking, ...",UgzLC4BSRPIvxrVMMhF4AaABAg,Plz do African grey bc lots of people in my country buy them only bc they can talk and neglect them,2021-05-23T04:29:17Z,https://www.youtube.com/watch?v=Yh7VSj0BDto,US,US (text signal),plz do african grey bc lots of people in my country buy them only bc they can talk and neglect them,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,Yh7VSj0BDto,"Scarlet Macaw, The Best Pet Parrot?","Scarlet Macaws are pretty much the mascot for parrots, if parrots were a sports team. They are incredibly iconic, tropical looking, ...",UgzY_tZNzL5kl_R6OeR4AaABAg,I'm very interested  in getting a scarlet macaw. This vid is SOOOO helpful,2021-07-16T05:04:32Z,https://www.youtube.com/watch?v=Yh7VSj0BDto,US,US (text signal),i'm very interested in getting a scarlet macaw this vid is soooo helpful,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,Yh7VSj0BDto,"Scarlet Macaw, The Best Pet Parrot?","Scarlet Macaws are pretty much the mascot for parrots, if parrots were a sports team. They are incredibly iconic, tropical looking, ...",Ugwz_hHzRO5FF4v-KlB4AaABAg,Around where i live they are alot more than 4.5k nonetheless id still buy one (yes i have experience before anyone says anything),2025-03-23T14:09:30Z,https://www.youtube.com/watch?v=Yh7VSj0BDto,US,US (text signal),around where i live they are alot more than 4 5k nonetheless id still buy one yes i have experience before anyone says anything,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,Yh7VSj0BDto,"Scarlet Macaw, The Best Pet Parrot?","Scarlet Macaws are pretty much the mascot for parrots, if parrots were a sports team. They are incredibly iconic, tropical looking, ...",UgwkcNhblsF7OadgXUJ4AaABAg,"I’m very interested in getting a bird soon! (mostly due to this channel) and I really like Omar’s exotic birds especially
because I have been looking all over the internet and so many “bird stores” are total scams. Only thing is, I live in the Midwest and obviously wouldn’t be able to go pick up the bird from them. Is there any shipping policy for Omar’s exotic birds? I haven’t found anything on their website, but I would love to support such a caring and ethical bird store. I obviously wouldn’t want to get a bird from the equivalent of like a puppy mill. Any comments back or thoughts would be much appreciated, thank you! (Great video btw)",2021-10-14T16:31:14Z,https://www.youtube.com/watch?v=Yh7VSj0BDto,US,US (text signal),i m very interested in getting a bird soon mostly due to this channel and i really like omar s exotic birds especially because i have been looking all over the internet and so many bird stores are total scams only thing is i live in the midwest and obviously wouldn t be able to go pick up the bird from them is there any shipping policy for omar s exotic birds i haven t found anything on their website but i would love to support such a caring and ethical bird store i obviously wouldn t want to get a bird from the equivalent of like a puppy mill any comments back or thoughts would be much appreciated thank you great video btw,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,pwto_wzOtJk,If I had to choose just ONE parrot… #parrot #macaw #pets,"( Full Length Version ) If I had to choose just ONE species of parrot, which would it be? Answering your purely hypothetical ...",UgyjAyW-DhA1fVct9xx4AaABAg,I'm trying to find a pet store that can get those Like an African gray parrot or a Scarlet macaw but Petco and PetSmart don't carry them anymore,2026-02-22T04:37:12Z,https://www.youtube.com/watch?v=pwto_wzOtJk,US,US (text signal),i'm trying to find a pet store that can get those like an african gray parrot or a scarlet macaw but petco and petsmart don't carry them anymore,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,xA6QjVRBMh4,DON’T buy a Macaw!!! Unless... || Mikey The Macaw,"Don't buy a macaw!! Unless”, is a video we felt we had to make which shows some of the real things about owning a macaw or ...",UgzFqlnwpiqFTNgrmIl4AaABAg,I am adopting a 16 year old blue and gold macaw. His previous owner got sick and kept kiwi in a room all alone until she finally gave him up ( he also has a cage that is too small for him ) now he has lived at a pet store for the past 2 years. The only window he has is a skylight. People come into the store and are mean to him and from all the stress he is plucking. I am going to buy this bird and hive him a living home knowing all this ( I’m the only person he likes and Ive been going sense December and I’m now able to buy him ) me and kiwi are going to be super happy together,2018-07-19T15:46:14Z,https://www.youtube.com/watch?v=xA6QjVRBMh4,US,US (text signal),i am adopting a 16 year old blue and gold macaw his previous owner got sick and kept kiwi in a room all alone until she finally gave him up he also has a cage that is too small for him now he has lived at a pet store for the past 2 years the only window he has is a skylight people come into the store and are mean to him and from all the stress he is plucking i am going to buy this bird and hive him a living home knowing all this i m the only person he likes and ive been going sense december and i m now able to buy him me and kiwi are going to be super happy together,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,Bq70pW-TBls,Scarlet Macaw Tells me he is 12years old! | Phoenix is a Rad bird! @ChuckNorrizBeardedDragons,https://youtube.com/playlist?list=PL1jBPLrR0jP1B7QMQf_W-rqzYWAiv5Ta0 ...,UgynEUL8BC-IEH0sgQF4AaABAg,Give me your pheonix❤,2024-08-22T09:14:39Z,https://www.youtube.com/watch?v=Bq70pW-TBls,US,US (text signal),give me your pheonix,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,7VtM8sZoHJw,Where is it ok to pet a Macaw?,Where is ok to pet or scratch a macaw? Or any parrot for that matter. Is it ok to pet a parrot on the wings or on the body?,UgweAe0zr_1nNLGkujx4AaABAg,I want one but idk if I need a permit in Dalton ga,2024-12-16T16:51:05Z,https://www.youtube.com/watch?v=7VtM8sZoHJw,US,US (text signal),i want one but idk if i need a permit in dalton ga,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,4IP92PMfJqc,New Scarlet Macaw Pet Grow a Garden,"Don't forget to like, share and subscribe Thanks :D TikTok: @danonanonano.",UgyNdqSly1ef8FgNDeV4AaABAg,HOW DO I GET ONE ITS MY DREAM PET IN GROW A GARDEN I LOVE PARROTS❤❤❤❤❤❤,2025-07-07T13:27:46Z,https://www.youtube.com/watch?v=4IP92PMfJqc,US,US (text signal),how do i get one its my dream pet in grow a garden i love parrots,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,xMi9iPBJiNA,Why People Loves Macaw Parrot So Much,shorts #macaw #birds #pet #cute #cuteanimals #pets #animal #animals #animalfacts #animalshorts #animaldocumentary #nature ...,Ugwy5H1jttC1qT4GPE54AaABAg,The fact parrots can so easily be bought is really sad. I don’t think people understand what they’re getting into when they get parrots of this size. They are a massive commitment and require a large chunk of your life to be dedicated to them if you only buy one and not a pair. They are in my opinion the absolute best pet you can own when they are happy and bonded to you but they can be extremely exhausting to care for,2023-09-27T14:13:58Z,https://www.youtube.com/watch?v=xMi9iPBJiNA,US,US (text signal),the fact parrots can so easily be bought is really sad i don t think people understand what they re getting into when they get parrots of this size they are a massive commitment and require a large chunk of your life to be dedicated to them if you only buy one and not a pair they are in my opinion the absolute best pet you can own when they are happy and bonded to you but they can be extremely exhausting to care for,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,GTat_8vyBl4,A macaw is better than mail 💁🏼‍♀️😅🥰 #talkingparrot #talkingbird #pet #parrot #macaw #fyp #reels,,UgyiiP-5nGMpz-U5jdh4AaABAg,"Oh Mary, your Chester is absolutely 💯 cute 😍 💕    I would love to find a Chester  at my door 😂❤",2024-08-04T19:58:36Z,https://www.youtube.com/watch?v=GTat_8vyBl4,US,US (text signal),oh mary your chester is absolutely cute i would love to find a chester at my door,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,FXU-RhZ0zUE,I still love him so much though 🥰 #pyro #macaw #bird,,UgyS44VLZDbkMjg2-Kd4AaABAg,"Getting a parrot, especially one such as a macaw, is like adopting a human child in a bird’s body",2025-09-17T01:57:49Z,https://www.youtube.com/watch?v=FXU-RhZ0zUE,US,US (text signal),getting a parrot especially one such as a macaw is like adopting a human child in a bird s body,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,MmF8JCUaF7s,Touching your parrot ( part 2 ),Full video is live! #parrot #pets #birds #animals.,Ugxl9ZrtuD_WFL-MEEN4AaABAg,Those birds trust you so much- I'm so jealous I want a scarlet macaw and a blue&gold macaw so bad and I want them to trust me like that-,2024-11-09T05:49:29Z,https://www.youtube.com/watch?v=MmF8JCUaF7s,US,US (text signal),those birds trust you so much i'm so jealous i want a scarlet macaw and a blue gold macaw so bad and i want them to trust me like that,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,1KdtHGgz8s0,3 Things You Must Know Before Getting A #Macaw #Parrot,"There is a reason why #Macaw #Parrots are so iconic- they are incredible, beautiful and watching them fly helps me make sense ...",Ugz1hviyXCYvv_KkxKZ4AaABAg,"I was thinking getting one, you have educated me. That they are handful, but beautiful animals. Thank you so much",2023-10-11T20:19:29Z,https://www.youtube.com/watch?v=1KdtHGgz8s0,US,US (text signal),i was thinking getting one you have educated me that they are handful but beautiful animals thank you so much,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,VDmoaiTuUqs,Why You Should NEVER Trade Your Scarlet Macaw,The Scarlet Macaw isn't broken just because of the Verdant Mutation… it's what happens when you combine Verdant + Sundried ...,UgxRmD2CVxUM_VXLkvt4AaABAg,They scam me for a dragon fly,2025-07-30T18:18:59Z,https://www.youtube.com/watch?v=VDmoaiTuUqs,US,US (text signal),they scam me for a dragon fly,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,VDmoaiTuUqs,Why You Should NEVER Trade Your Scarlet Macaw,The Scarlet Macaw isn't broken just because of the Verdant Mutation… it's what happens when you combine Verdant + Sundried ...,UgxYqRgW8plZXdP_Bf54AaABAg,Someone offered me 5QA for my mega one,2025-08-20T05:50:42Z,https://www.youtube.com/watch?v=VDmoaiTuUqs,US,US (text signal),someone offered me 5qa for my mega one,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,OW7J_3z1MOI,8 Most Beautiful Macaws on Planet  Earth,"World's most beautiful and colorful parrots are macaws mostly found in south america. I am actually a bird lover, I have listed 10 of ...",Ugz6uNO3dLqpie8Fbhx4AaABAg,I need a hyacinth macaw in my life they’re just so adorable,2020-06-17T11:47:48Z,https://www.youtube.com/watch?v=OW7J_3z1MOI,US,US (text signal),i need a hyacinth macaw in my life they re just so adorable,Purchase Related,Parrots & Birds
YouTube,scarlet macaw pet,Parrots & Birds,_phH4goun38,Training a Scarlet Macaw To Be Less Nippy | THE BIRDIE BUBBLE,"A huge thank you goes out to Shane, and his daughter MacKenna along with their scarlet macaw Mia for allowing us to film them ...",Ugx21lO-_ts-ZXpod6N4AaABAg,"I am in the process of adopting a 30yr old Amazon who is just so sweet. I am going to record our training in 4K so I don't miss a beat, lol!",2020-09-10T21:59:20Z,https://www.youtube.com/watch?v=_phH4goun38,US,US (text signal),i am in the process of adopting a 30yr old amazon who is just so sweet i am going to record our training in 4k so i don't miss a beat lol,Purchase Related,Parrots & Birds
YouTube,military macaw pet,Parrots & Birds,1m19Epm9B50,Wild Wednesday: Frank the Military Macaw,,UgwPKcrui8pf6lEWnnN4AaABAg,i wnt one of those😓but i cant find a shop selling a baby military macaw here in phillipines,2021-09-25T07:23:18Z,https://www.youtube.com/watch?v=1m19Epm9B50,US,US (text signal),i wnt one of those but i cant find a shop selling a baby military macaw here in phillipines,Purchase Related,Parrots & Birds
YouTube,great green macaw pet,Parrots & Birds,JnYNAmrl3o8,How I Taught Great Green Macaw to Wave,https://ParrotWizard.com This video is about how I taught Cucumber the Great Green Macaw to wave. When I wave my hand at ...,UgzFvuG_YP7Csga-3DF4AaABAg,I’ve been searching far and wide for a great green macaw. Where would you recommend I look to find one? I live in the state of Georgia but would travel.,2026-01-11T13:35:14Z,https://www.youtube.com/watch?v=JnYNAmrl3o8,US,Georgia,i ve been searching far and wide for a great green macaw where would you recommend i look to find one i live in the state of georgia but would travel,Purchase Related,Parrots & Birds
YouTube,great green macaw pet,Parrots & Birds,1hiPg35KYBs,INSIDE Parrot Stars! The Ultimate Parrot Store Tour (Rare &amp; Exotic Birds!),"Parrot Stars isn't your average parrot store—it's a place where parrots truly come first. From the moment I walked in, I was ...",Ugz2iT9x-6VReeTHLNx4AaABAg,I live in Germany and I’ve been wanting to get a parrot for years. This video almost made me book an instant trip to Chicago! I love the work they’re putting in to care for these birds!,2025-03-30T20:05:33Z,https://www.youtube.com/watch?v=1hiPg35KYBs,US,US (text signal),i live in germany and i ve been wanting to get a parrot for years this video almost made me book an instant trip to chicago i love the work they re putting in to care for these birds,Purchase Related,Parrots & Birds
YouTube,great green macaw pet,Parrots & Birds,6jKPHdHEoAw,Jake - a Great Green Macaw is looking for a home. #hope,http://www.hopeforpaws.org - Jake needs to find a new home. His owners are unable to care for him any longer. If you know ...,UgzdrNoJtWBIQWKmVP54AaABAg,"Damn if I weren't in AZ I would take him in a heartbeat. I have a goffins cockatoo. What a cute, smart bird. I hope someone will take him that will truly cherish him.",2012-02-09T01:07:46Z,https://www.youtube.com/watch?v=6jKPHdHEoAw,US,US (text signal),damn if i weren't in az i would take him in a heartbeat i have a goffins cockatoo what a cute smart bird i hope someone will take him that will truly cherish him,Purchase Related,Parrots & Birds
YouTube,great green macaw pet,Parrots & Birds,6jKPHdHEoAw,Jake - a Great Green Macaw is looking for a home. #hope,http://www.hopeforpaws.org - Jake needs to find a new home. His owners are unable to care for him any longer. If you know ...,UgzXCBfiHdcyQuCaneF4AaABAg,"He looks like a sweetie Eldad. I haven't found any resources in your area, but I'm sure you won't have any trouble finding them once you hook into the bird community. You'll have lots of offers, but It's going to be quite a job finding folks who can appreciate what a committment it is to have a Macaw. Good luck. If I can help don't hesitate to ask.",2011-02-23T03:45:44Z,https://www.youtube.com/watch?v=6jKPHdHEoAw,US,US (text signal),he looks like a sweetie eldad i haven't found any resources in your area but i'm sure you won't have any trouble finding them once you hook into the bird community you'll have lots of offers but it's going to be quite a job finding folks who can appreciate what a committment it is to have a macaw good luck if i can help don't hesitate to ask,Purchase Related,Parrots & Birds
YouTube,great green macaw pet,Parrots & Birds,6jKPHdHEoAw,Jake - a Great Green Macaw is looking for a home. #hope,http://www.hopeforpaws.org - Jake needs to find a new home. His owners are unable to care for him any longer. If you know ...,Ugwq1S7FNDYlRoCCRj94AaABAg,"if it wasn't that I'm in canada and already have 7 cats and 1 dog, I would've adopted him! I've been wanting a macaw for a while and buffons are my fav <3",2011-06-02T19:32:32Z,https://www.youtube.com/watch?v=6jKPHdHEoAw,US,US (text signal),if it wasn't that i'm in canada and already have 7 cats and 1 dog i would've adopted him i've been wanting a macaw for a while and buffons are my fav 3,Purchase Related,Parrots & Birds
YouTube,great green macaw pet,Parrots & Birds,6jKPHdHEoAw,Jake - a Great Green Macaw is looking for a home. #hope,http://www.hopeforpaws.org - Jake needs to find a new home. His owners are unable to care for him any longer. If you know ...,UgxQGvj8HXp9lMV0hLJ4AaABAg,I want him but i live in canada,2012-05-05T04:45:48Z,https://www.youtube.com/watch?v=6jKPHdHEoAw,US,US (text signal),i want him but i live in canada,Purchase Related,Parrots & Birds
YouTube,great green macaw pet,Parrots & Birds,BAM7A-ScVQw,Parrots &amp; Biting,"Whenever my birds & I meet new people, one of their first questions or fears will be about bites. The truth is, they don't want to ...",UgxEImDSlL6ukV1-0kV4AaABAg,"Just last week I went to a plant trader with my mom and found out they had a bunch of cockatiels and lovebirds in a large vivarium. I came close and three of them came flying from the other side of it to greet me. The little blue lovebird gently chewed my finger without hurting and even licked it out of curiosity.

Now I want a lovebird for myself!",2024-11-30T10:20:36Z,https://www.youtube.com/watch?v=BAM7A-ScVQw,US,US (text signal),just last week i went to a plant trader with my mom and found out they had a bunch of cockatiels and lovebirds in a large vivarium i came close and three of them came flying from the other side of it to greet me the little blue lovebird gently chewed my finger without hurting and even licked it out of curiosity now i want a lovebird for myself,Purchase Related,Parrots & Birds
YouTube,great green macaw pet,Parrots & Birds,7rmDGcMkktg,Green Wing Macaw and Severe Macaw | Choose your favourite | World&#39;s Largest and Smallest Macaw,"Severe Macaw - also known as the chestnut-fronted macaw, is a colorful parrot species native to Central and South America.",UgxjKYtweKKhbxumKTR4AaABAg,"Assalamualaikum tanvir bhai, I want tame parrot.which parrots do you have? I live in sawantwadi konkan",2024-02-27T15:48:35Z,https://www.youtube.com/watch?v=7rmDGcMkktg,US,US (text signal),assalamualaikum tanvir bhai i want tame parrot which parrots do you have i live in sawantwadi konkan,Purchase Related,Parrots & Birds
YouTube,great green macaw pet,Parrots & Birds,8wS3zzYX1wQ,A Typical Day with Cucumber the Great Green Macaw,"https://ParrotWizard.com Here's how I spend a typical day with Cucumber the Great Green Macaw, a macaw that I am training to ...",UgzJQkAm61rS9Lxczdx4AaABAg,Id love to get a great green macaw but there is never any for adoption near me,2026-02-13T20:30:31Z,https://www.youtube.com/watch?v=8wS3zzYX1wQ,US,US (text signal),id love to get a great green macaw but there is never any for adoption near me,Purchase Related,Parrots & Birds
YouTube,hyacinth macaw pet,Parrots & Birds,WLQpJZtYA3Y,20 Reasons why you should not buy Hyacinth Macaw,WELCOME TO ANGELIC PARROTS! 20 Reasons why you should not buy Hyacinth Macaw #angelicparrots #beautifulanimals ...,UgwtCKZsnX6QoD9jN9B4AaABAg,I will take a scarlet macaw in baby boy,2020-09-23T17:16:31Z,https://www.youtube.com/watch?v=WLQpJZtYA3Y,US,US (text signal),i will take a scarlet macaw in baby boy,Purchase Related,Parrots & Birds
YouTube,hyacinth macaw pet,Parrots & Birds,Vm0NaTC62Ew,Hyacinth macaw parrot,,Ugxv9xZCo-TwU-QDaXR4AaABAg,"Hi
Is it for sale
I want to buy",2026-02-22T14:24:28Z,https://www.youtube.com/watch?v=Vm0NaTC62Ew,US,US (text signal),hi is it for sale i want to buy,Purchase Related,Parrots & Birds
YouTube,hyacinth macaw pet,Parrots & Birds,5zQH04kCuiU,When You Make A 200 IQ For A Hyacinth Macaw In Grow A Garden! 😱 #shorts #growagarden #roblox,When You Make A 200 IQ For A Hyacinth Macaw In Grow A Garden! #shorts #growagarden #roblox.,UgyjGcl9OIkxr_Xj_tp4AaABAg,I’ll trade someone for a scarlet macow my friend scammed me and I don’t got one anymore,2025-08-31T13:58:00Z,https://www.youtube.com/watch?v=5zQH04kCuiU,US,US (text signal),i ll trade someone for a scarlet macow my friend scammed me and i don t got one anymore,Purchase Related,Parrots & Birds
YouTube,hyacinth macaw pet,Parrots & Birds,elV4a4U7Vbc,WORLD&#39;S MOST EXPENSIVE PARROT *17 facts you didn’t know about Hyacinth Macaws*,WELCOME TO ANGELIC PARROTS! #angelicparrots #beautifulanimals #birds WORLD'S MOST EXPENSIVE PARROT *17 facts ...,UgywraI9hiROzFnIlL14AaABAg,in holland around 15000 dollar,2020-12-06T12:42:11Z,https://www.youtube.com/watch?v=elV4a4U7Vbc,US,US (text signal),in holland around 15000 dollar,Purchase Related,Parrots & Birds
YouTube,hyacinth macaw pet,Parrots & Birds,elV4a4U7Vbc,WORLD&#39;S MOST EXPENSIVE PARROT *17 facts you didn’t know about Hyacinth Macaws*,WELCOME TO ANGELIC PARROTS! #angelicparrots #beautifulanimals #birds WORLD'S MOST EXPENSIVE PARROT *17 facts ...,UgzNSM81ua8rhZ2rTrR4AaABAg,"I want to have a Hyacinth Macaw. One of the reason is because we have the same name ""Hyacinth"". 

All I know is the price in the Philippines is 1.2m (I'm not sure if that's the real price but I hope it's not)",2020-09-15T09:02:52Z,https://www.youtube.com/watch?v=elV4a4U7Vbc,US,US (text signal),i want to have a hyacinth macaw one of the reason is because we have the same name hyacinth all i know is the price in the philippines is 1 2m i'm not sure if that's the real price but i hope it's not,Purchase Related,Parrots & Birds
YouTube,hyacinth macaw pet,Parrots & Birds,elV4a4U7Vbc,WORLD&#39;S MOST EXPENSIVE PARROT *17 facts you didn’t know about Hyacinth Macaws*,WELCOME TO ANGELIC PARROTS! #angelicparrots #beautifulanimals #birds WORLD'S MOST EXPENSIVE PARROT *17 facts ...,UgyYOjNZN9DPYdHfpXZ4AaABAg,"Hi Caroline, I have an opportunity to get a hyacinth macaw without any medical records ! Should I buy this bird. I met the bird and he/she has taken to me which was a beautiful site. Should I buy this bird? Thank u",2024-07-04T02:53:00Z,https://www.youtube.com/watch?v=elV4a4U7Vbc,US,US (text signal),hi caroline i have an opportunity to get a hyacinth macaw without any medical records should i buy this bird i met the bird and he she has taken to me which was a beautiful site should i buy this bird thank u,Purchase Related,Parrots & Birds
YouTube,hyacinth macaw pet,Parrots & Birds,elV4a4U7Vbc,WORLD&#39;S MOST EXPENSIVE PARROT *17 facts you didn’t know about Hyacinth Macaws*,WELCOME TO ANGELIC PARROTS! #angelicparrots #beautifulanimals #birds WORLD'S MOST EXPENSIVE PARROT *17 facts ...,Ugy6HGXT_eXnTyGkxBh4AaABAg,Please give me that macaw I want them 😭😭😭😭😭,2021-01-08T14:27:10Z,https://www.youtube.com/watch?v=elV4a4U7Vbc,US,US (text signal),please give me that macaw i want them,Purchase Related,Parrots & Birds
YouTube,hyacinth macaw pet,Parrots & Birds,elV4a4U7Vbc,WORLD&#39;S MOST EXPENSIVE PARROT *17 facts you didn’t know about Hyacinth Macaws*,WELCOME TO ANGELIC PARROTS! #angelicparrots #beautifulanimals #birds WORLD'S MOST EXPENSIVE PARROT *17 facts ...,Ugx5IhFp-_mi6KlMRJp4AaABAg,I can buy one in the uk for £5k form a breeder,2021-05-26T08:41:04Z,https://www.youtube.com/watch?v=elV4a4U7Vbc,US,US (text signal),i can buy one in the uk for 5k form a breeder,Purchase Related,Parrots & Birds
